"row","country","year","poldis","ecdis"
"3790","DEM. REP. CONGO",1975,-99,-99
"3791","DEM. REP. CONGO",1980,1,1
"3792","DEM. REP. CONGO",1985,-99,-99
"3793","DEM. REP. CONGO",1986,-99,-99
"3794","DEM. REP. CONGO",1987,-99,-99
"3795","DEM. REP. CONGO",1988,-99,-99
"3796","DEM. REP. CONGO",1989,-99,-99
"3797","DEM. REP. CONGO",1990,1,1
"3798","DEM. REP. CONGO",1991,1,1
"3799","DEM. REP. CONGO",1992,4,4
"3800","DEM. REP. CONGO",1993,4,4
"3801","DEM. REP. CONGO",1994,4,4
"3802","DEM. REP. CONGO",1995,4,4
"3803","DEM. REP. CONGO",1996,4,4
"3804","DEM. REP. CONGO",1997,0,0
"3805","DEM. REP. CONGO",1998,0,0
"3806","DEM. REP. CONGO",1999,0,0
"3807","DEM. REP. CONGO",2000,0,0
"3808","DEM. REP. CONGO",2001,0,0
"3809","DEM. REP. CONGO",2002,0,0
"3810","DEM. REP. CONGO",2003,0,0
"3811","ZAIRE",1960,-99,-99
"3812","ZAIRE",1965,-99,-99
"3813","ZAIRE",1970,-99,-99
"3814","ZAIRE",1975,-99,-99
"3815","ZAIRE",1980,0,0
"3816","ZAIRE",1985,-99,-99
"3817","ZAIRE",1986,-99,-99
"3818","ZAIRE",1987,-99,-99
"3819","ZAIRE",1988,-99,-99
"3820","ZAIRE",1989,-99,-99
"3821","ZAIRE",1990,0,0
"3822","ZAIRE",1991,0,0
"3823","ZAIRE",1992,0,0
"3824","ZAIRE",1993,0,0
"3825","ZAIRE",1994,0,0
"3826","ZAIRE",1995,0,0
"3827","ZAIRE",1996,0,0
"3828","ZAIRE",1997,0,0
"3829","ZAIRE",1998,0,0
"3830","ZAIRE",1999,-99,-99
"3831","ZAIRE",2000,-99,-99
"3832","ZAIRE",2001,-99,-99
"3833","ZAIRE",2002,-99,-99
"3834","ZAIRE",2003,-99,-99
"3835","DEM. REP. CONGO",1960,-99,-99
"3836","DEM. REP. CONGO",1965,-99,-99
"3837","DEM. REP. CONGO",1970,-99,-99
"3838","DEM. REP. CONGO",1975,-99,-99
"3839","DEM. REP. CONGO",1980,2,2
"3840","DEM. REP. CONGO",1985,-99,-99
"3841","DEM. REP. CONGO",1986,-99,-99
"3842","DEM. REP. CONGO",1987,-99,-99
"3843","DEM. REP. CONGO",1988,-99,-99
"3844","DEM. REP. CONGO",1989,-99,-99
"3845","DEM. REP. CONGO",1990,2,2
"3846","DEM. REP. CONGO",1991,1,1
"3847","DEM. REP. CONGO",1992,1,1
"3848","DEM. REP. CONGO",1993,2,2
"3849","DEM. REP. CONGO",1994,2,2
"3850","DEM. REP. CONGO",1995,2,2
"3851","DEM. REP. CONGO",1996,2,2
"3852","DEM. REP. CONGO",1997,2,2
"3853","DEM. REP. CONGO",1998,2,2
"3854","DEM. REP. CONGO",1999,2,2
"3855","DEM. REP. CONGO",2000,2,2
"3856","DEM. REP. CONGO",2001,2,2
"3857","DEM. REP. CONGO",2002,2,2
"3858","DEM. REP. CONGO",2003,2,2
"3859","ZAIRE",1960,-99,-99
"3860","ZAIRE",1965,-99,-99
"3861","ZAIRE",1970,-99,-99
"3862","ZAIRE",1975,-99,-99
"3863","ZAIRE",1980,2,2
"3864","ZAIRE",1985,-99,-99
"3865","ZAIRE",1986,-99,-99
"3866","ZAIRE",1987,-99,-99
"3867","ZAIRE",1988,-99,-99
"3868","ZAIRE",1989,-99,-99
"3869","ZAIRE",1990,2,2
"3870","ZAIRE",1991,2,2
"3871","ZAIRE",1992,2,2
"3872","ZAIRE",1993,2,2
"3873","ZAIRE",1994,2,2
"3874","ZAIRE",1995,2,2
"3875","ZAIRE",1996,2,2
"3876","ZAIRE",1997,1,1
"3877","ZAIRE",1998,1,1
"3878","ZAIRE",1999,-99,-99
"3879","ZAIRE",2000,-99,-99
"3880","ZAIRE",2001,-99,-99
"3881","ZAIRE",2002,-99,-99
"3882","ZAIRE",2003,-99,-99
"3883","DEM. REP. CONGO",1960,-99,-99
"3884","DEM. REP. CONGO",1965,-99,-99
"3885","DEM. REP. CONGO",1970,-99,-99
"3886","DEM. REP. CONGO",1975,-99,-99
"3887","DEM. REP. CONGO",1980,0,0
"3888","DEM. REP. CONGO",1985,-99,-99
"3889","DEM. REP. CONGO",1986,-99,-99
"3890","DEM. REP. CONGO",1987,-99,-99
"3891","DEM. REP. CONGO",1988,-99,-99
"3892","DEM. REP. CONGO",1989,-99,-99
"3893","DEM. REP. CONGO",1990,0,0
"3894","DEM. REP. CONGO",1991,0,0
"3895","DEM. REP. CONGO",1992,0,0
"3896","DEM. REP. CONGO",1993,0,0
"3897","DEM. REP. CONGO",1994,0,0
"3898","DEM. REP. CONGO",1995,0,0
"3899","DEM. REP. CONGO",1996,0,0
"3900","DEM. REP. CONGO",1997,0,0
"3901","DEM. REP. CONGO",1998,2,2
"3902","DEM. REP. CONGO",1999,3,0
"3903","DEM. REP. CONGO",2000,3,0
"3904","DEM. REP. CONGO",2001,3,0
"3905","DEM. REP. CONGO",2002,3,0
"3906","DEM. REP. CONGO",2003,3,0
"3907","DEM. REP. CONGO",1960,-99,-99
"3908","DEM. REP. CONGO",1965,-99,-99
"3909","DEM. REP. CONGO",1970,-99,-99
"3910","DEM. REP. CONGO",1975,-99,-99
"3911","DEM. REP. CONGO",1980,4,3
"3912","DEM. REP. CONGO",1985,4,-99
"3913","DEM. REP. CONGO",1986,4,-99
"3914","DEM. REP. CONGO",1987,4,-99
"3915","DEM. REP. CONGO",1988,4,-99
"3916","DEM. REP. CONGO",1989,4,-99
"3917","DEM. REP. CONGO",1990,4,3
"3918","DEM. REP. CONGO",1991,4,3
"3919","DEM. REP. CONGO",1992,4,3
"3920","DEM. REP. CONGO",1993,4,3
"3921","DEM. REP. CONGO",1994,4,3
"3922","DEM. REP. CONGO",1995,4,3
"3923","DEM. REP. CONGO",1996,4,3
"3924","DEM. REP. CONGO",1997,4,3
"3925","DEM. REP. CONGO",1998,4,3
"3926","DEM. REP. CONGO",1999,4,3
"3927","DEM. REP. CONGO",2000,4,3
"3928","DEM. REP. CONGO",2001,4,3
"3929","DEM. REP. CONGO",2002,4,3
"3930","DEM. REP. CONGO",2003,4,3
"3931","DEM. REP. CONGO",1960,-99,-99
"3932","DEM. REP. CONGO",1965,-99,-99
"3933","DEM. REP. CONGO",1970,-99,-99
"3934","DEM. REP. CONGO",1975,-99,-99
"3935","DEM. REP. CONGO",1980,4,2
"3936","DEM. REP. CONGO",1985,-99,-99
"3937","DEM. REP. CONGO",1986,-99,-99
"3938","DEM. REP. CONGO",1987,-99,-99
"3939","DEM. REP. CONGO",1988,-99,-99
"3940","DEM. REP. CONGO",1989,-99,-99
"3941","DEM. REP. CONGO",1990,4,2
"3942","DEM. REP. CONGO",1991,4,2
"3943","DEM. REP. CONGO",1992,4,2
"3944","DEM. REP. CONGO",1993,4,2
"3945","DEM. REP. CONGO",1994,4,2
"3946","DEM. REP. CONGO",1995,4,2
"3947","DEM. REP. CONGO",1996,4,2
"3948","DEM. REP. CONGO",1997,0,0
"3949","DEM. REP. CONGO",1998,4,4
"3950","DEM. REP. CONGO",1999,4,4
"3951","DEM. REP. CONGO",2000,4,4
"3952","DEM. REP. CONGO",2001,4,4
"3953","DEM. REP. CONGO",2002,4,4
"3954","DEM. REP. CONGO",2003,4,4
"3955","UGANDA",1965,-99,-99
"3956","UGANDA",1970,-99,-99
"3957","UGANDA",1975,-99,-99
"3958","UGANDA",1980,4,4
"3959","UGANDA",1985,-99,-99
"3960","UGANDA",1986,-99,-99
"3961","UGANDA",1987,-99,-99
"3962","UGANDA",1988,-99,-99
"3963","UGANDA",1989,-99,-99
"3964","UGANDA",1990,0,1
"3965","UGANDA",1991,0,1
"3966","UGANDA",1992,0,1
"3967","UGANDA",1993,0,1
"3968","UGANDA",1994,0,1
"3969","UGANDA",1995,0,1
"3970","UGANDA",1996,0,2
"3971","UGANDA",1997,0,2
"3972","UGANDA",1998,0,2
"3973","UGANDA",1999,0,2
"3974","UGANDA",2000,0,2
"3975","UGANDA",2001,0,2
"3976","UGANDA",2002,0,2
"3977","UGANDA",2003,0,2
"3978","UGANDA",1965,-99,-99
"3979","UGANDA",1970,-99,-99
"3980","UGANDA",1975,-99,-99
"3981","UGANDA",1980,0,0
"3982","UGANDA",1985,-99,-99
"3983","UGANDA",1986,-99,-99
"3984","UGANDA",1987,-99,-99
"3985","UGANDA",1988,-99,-99
"3986","UGANDA",1989,-99,-99
"3987","UGANDA",1990,0,0
"3988","UGANDA",1991,0,0
"3989","UGANDA",1992,0,0
"3990","UGANDA",1993,0,0
"3991","UGANDA",1994,0,0
"3992","UGANDA",1995,0,0
"3993","UGANDA",1996,0,0
"3994","UGANDA",1997,0,0
"3995","UGANDA",1998,0,0
"3996","UGANDA",1999,-99,-99
"3997","UGANDA",2000,-99,-99
"3998","UGANDA",2001,-99,-99
"3999","UGANDA",2002,-99,-99
"4000","UGANDA",2003,-99,-99
"4001","UGANDA",1965,-99,-99
"4002","UGANDA",1970,-99,-99
"4003","UGANDA",1975,-99,-99
"4004","UGANDA",1980,4,2
"4005","UGANDA",1985,-99,-99
"4006","UGANDA",1986,-99,-99
"4007","UGANDA",1987,-99,-99
"4008","UGANDA",1988,-99,-99
"4009","UGANDA",1989,-99,-99
"4010","UGANDA",1990,0,0
"4011","UGANDA",1991,0,0
"4012","UGANDA",1992,0,0
"4013","UGANDA",1993,0,0
"4014","UGANDA",1994,0,0
"4015","UGANDA",1995,0,0
"4016","UGANDA",1996,0,0
"4017","UGANDA",1997,0,0
"4018","UGANDA",1998,0,0
"4019","UGANDA",1999,0,0
"4020","UGANDA",2000,0,0
"4021","UGANDA",2001,0,0
"4022","UGANDA",2002,0,0
"4023","UGANDA",2003,0,0
"4024","UGANDA",1965,-99,-99
"4025","UGANDA",1970,-99,-99
"4026","UGANDA",1975,-99,-99
"4027","UGANDA",1980,4,4
"4028","UGANDA",1985,-99,-99
"4029","UGANDA",1986,-99,-99
"4030","UGANDA",1987,-99,-99
"4031","UGANDA",1988,-99,-99
"4032","UGANDA",1989,-99,-99
"4033","UGANDA",1990,1,1
"4034","UGANDA",1991,1,1
"4035","UGANDA",1992,1,1
"4036","UGANDA",1993,1,1
"4037","UGANDA",1994,1,1
"4038","UGANDA",1995,1,1
"4039","UGANDA",1996,1,1
"4040","UGANDA",1997,1,1
"4041","UGANDA",1998,1,1
"4042","UGANDA",1999,-99,-99
"4043","UGANDA",2000,-99,-99
"4044","UGANDA",2001,-99,-99
"4045","UGANDA",2002,-99,-99
"4046","UGANDA",2003,-99,-99
"4047","UGANDA",1965,-99,-99
"4048","UGANDA",1970,-99,-99
"4049","UGANDA",1975,-99,-99
"4050","UGANDA",1980,2,2
"4051","UGANDA",1985,-99,-99
"4052","UGANDA",1986,-99,-99
"4053","UGANDA",1987,-99,-99
"4054","UGANDA",1988,-99,-99
"4055","UGANDA",1989,-99,-99
"4056","UGANDA",1990,2,2
"4057","UGANDA",1991,2,2
"4058","UGANDA",1992,2,2
"4059","UGANDA",1993,2,2
"4060","UGANDA",1994,2,2
"4061","UGANDA",1995,2,2
"4062","UGANDA",1996,2,2
"4063","UGANDA",1997,2,2
"4064","UGANDA",1998,2,2
"4065","UGANDA",1999,-99,-99
"4066","UGANDA",2000,-99,-99
"4067","UGANDA",2001,-99,-99
"4068","UGANDA",2002,-99,-99
"4069","UGANDA",2003,-99,-99
"4070","UGANDA",1965,-99,-99
"4071","UGANDA",1970,-99,-99
"4072","UGANDA",1975,-99,-99
"4073","UGANDA",1980,1,2
"4074","UGANDA",1985,-99,-99
"4075","UGANDA",1986,-99,-99
"4076","UGANDA",1987,-99,-99
"4077","UGANDA",1988,-99,-99
"4078","UGANDA",1989,-99,-99
"4079","UGANDA",1990,4,2
"4080","UGANDA",1991,4,2
"4081","UGANDA",1992,4,2
"4082","UGANDA",1993,4,2
"4083","UGANDA",1994,4,2
"4084","UGANDA",1995,4,2
"4085","UGANDA",1996,4,2
"4086","UGANDA",1997,4,2
"4087","UGANDA",1998,4,2
"4088","UGANDA",1999,-99,-99
"4089","UGANDA",2000,-99,-99
"4090","UGANDA",2001,-99,-99
"4091","UGANDA",2002,-99,-99
"4092","UGANDA",2003,-99,-99
"4093","UGANDA",1965,-99,-99
"4094","UGANDA",1970,-99,-99
"4095","UGANDA",1975,-99,-99
"4096","UGANDA",1980,1,1
"4097","UGANDA",1985,-99,-99
"4098","UGANDA",1986,-99,-99
"4099","UGANDA",1987,-99,-99
"4100","UGANDA",1988,-99,-99
"4101","UGANDA",1989,-99,-99
"4102","UGANDA",1990,1,1
"4103","UGANDA",1991,1,1
"4104","UGANDA",1992,1,1
"4105","UGANDA",1993,1,1
"4106","UGANDA",1994,1,1
"4107","UGANDA",1995,1,1
"4108","UGANDA",1996,1,1
"4109","UGANDA",1997,1,1
"4110","UGANDA",1998,1,1
"4111","UGANDA",1999,-99,-99
"4112","UGANDA",2000,-99,-99
"4113","UGANDA",2001,-99,-99
"4114","UGANDA",2002,-99,-99
"4115","UGANDA",2003,-99,-99
"4116","UGANDA",1965,-99,-99
"4117","UGANDA",1970,-99,-99
"4118","UGANDA",1975,-99,-99
"4119","UGANDA",1980,1,1
"4120","UGANDA",1985,-99,-99
"4121","UGANDA",1986,-99,-99
"4122","UGANDA",1987,-99,-99
"4123","UGANDA",1988,-99,-99
"4124","UGANDA",1989,-99,-99
"4125","UGANDA",1990,2,2
"4126","UGANDA",1991,2,2
"4127","UGANDA",1992,2,2
"4128","UGANDA",1993,2,2
"4129","UGANDA",1994,2,2
"4130","UGANDA",1995,2,2
"4131","UGANDA",1996,2,2
"4132","UGANDA",1997,2,2
"4133","UGANDA",1998,2,2
"4134","UGANDA",1999,-99,-99
"4135","UGANDA",2000,-99,-99
"4136","UGANDA",2001,-99,-99
"4137","UGANDA",2002,-99,-99
"4138","UGANDA",2003,-99,-99
"4139","UGANDA",1965,-99,-99
"4140","UGANDA",1970,-99,-99
"4141","UGANDA",1975,-99,-99
"4142","UGANDA",1980,4,4
"4143","UGANDA",1985,-99,-99
"4144","UGANDA",1986,-99,-99
"4145","UGANDA",1987,-99,-99
"4146","UGANDA",1988,-99,-99
"4147","UGANDA",1989,-99,-99
"4148","UGANDA",1990,1,1
"4149","UGANDA",1991,1,1
"4150","UGANDA",1992,1,1
"4151","UGANDA",1993,1,1
"4152","UGANDA",1994,1,1
"4153","UGANDA",1995,1,1
"4154","UGANDA",1996,1,1
"4155","UGANDA",1997,1,1
"4156","UGANDA",1998,1,1
"4157","UGANDA",1999,-99,-99
"4158","UGANDA",2000,-99,-99
"4159","UGANDA",2001,-99,-99
"4160","UGANDA",2002,-99,-99
"4161","UGANDA",2003,-99,-99
"4162","KENYA",1965,-99,-99
"4163","KENYA",1970,-99,-99
"4164","KENYA",1975,-99,-99
"4165","KENYA",1980,4,0
"4166","KENYA",1985,-99,-99
"4167","KENYA",1986,-99,-99
"4168","KENYA",1987,-99,-99
"4169","KENYA",1988,-99,-99
"4170","KENYA",1989,-99,-99
"4171","KENYA",1990,4,0
"4172","KENYA",1991,4,0
"4173","KENYA",1992,4,0
"4174","KENYA",1993,4,0
"4175","KENYA",1994,4,0
"4176","KENYA",1995,4,0
"4177","KENYA",1996,4,0
"4178","KENYA",1997,4,0
"4179","KENYA",1998,4,0
"4180","KENYA",1999,4,0
"4181","KENYA",2000,4,0
"4182","KENYA",2001,4,0
"4183","KENYA",2002,3,0
"4184","KENYA",2003,1,0
"4185","KENYA",1965,-99,-99
"4186","KENYA",1970,-99,-99
"4187","KENYA",1975,-99,-99
"4188","KENYA",1980,4,0
"4189","KENYA",1985,-99,-99
"4190","KENYA",1986,-99,-99
"4191","KENYA",1987,-99,-99
"4192","KENYA",1988,-99,-99
"4193","KENYA",1989,-99,-99
"4194","KENYA",1990,4,0
"4195","KENYA",1991,4,0
"4196","KENYA",1992,2,0
"4197","KENYA",1993,2,0
"4198","KENYA",1994,2,0
"4199","KENYA",1995,2,0
"4200","KENYA",1996,2,0
"4201","KENYA",1997,2,0
"4202","KENYA",1998,2,0
"4203","KENYA",1999,2,0
"4204","KENYA",2000,2,0
"4205","KENYA",2001,1,0
"4206","KENYA",2002,1,0
"4207","KENYA",2003,0,0
"4208","KENYA",1965,-99,-99
"4209","KENYA",1970,-99,-99
"4210","KENYA",1975,-99,-99
"4211","KENYA",1980,1,1
"4212","KENYA",1985,-99,-99
"4213","KENYA",1986,-99,-99
"4214","KENYA",1987,-99,-99
"4215","KENYA",1988,-99,-99
"4216","KENYA",1989,-99,-99
"4217","KENYA",1990,1,1
"4218","KENYA",1991,1,1
"4219","KENYA",1992,1,1
"4220","KENYA",1993,1,1
"4221","KENYA",1994,1,1
"4222","KENYA",1995,1,1
"4223","KENYA",1996,1,1
"4224","KENYA",1997,1,1
"4225","KENYA",1998,1,1
"4226","KENYA",1999,1,1
"4227","KENYA",2000,1,1
"4228","KENYA",2001,1,1
"4229","KENYA",2002,1,1
"4230","KENYA",2003,1,1
"4231","KENYA",1965,-99,-99
"4232","KENYA",1970,-99,-99
"4233","KENYA",1975,-99,-99
"4234","KENYA",1980,1,1
"4235","KENYA",1985,-99,-99
"4236","KENYA",1986,-99,-99
"4237","KENYA",1987,-99,-99
"4238","KENYA",1988,-99,-99
"4239","KENYA",1989,-99,-99
"4240","KENYA",1990,1,1
"4241","KENYA",1991,1,1
"4242","KENYA",1992,1,1
"4243","KENYA",1993,1,1
"4244","KENYA",1994,1,1
"4245","KENYA",1995,1,1
"4246","KENYA",1996,1,1
"4247","KENYA",1997,1,1
"4248","KENYA",1998,1,1
"4249","KENYA",1999,1,1
"4250","KENYA",2000,1,1
"4251","KENYA",2001,1,1
"4252","KENYA",2002,1,1
"4253","KENYA",2003,1,1
"4254","KENYA",1965,-99,-99
"4255","KENYA",1970,-99,-99
"4256","KENYA",1975,-99,-99
"4257","KENYA",1980,1,1
"4258","KENYA",1985,-99,-99
"4259","KENYA",1986,-99,-99
"4260","KENYA",1987,-99,-99
"4261","KENYA",1988,-99,-99
"4262","KENYA",1989,-99,-99
"4263","KENYA",1990,1,1
"4264","KENYA",1991,1,1
"4265","KENYA",1992,1,1
"4266","KENYA",1993,1,1
"4267","KENYA",1994,1,1
"4268","KENYA",1995,1,1
"4269","KENYA",1996,1,1
"4270","KENYA",1997,1,1
"4271","KENYA",1998,1,1
"4272","KENYA",1999,-99,-99
"4273","KENYA",2000,-99,-99
"4274","KENYA",2001,-99,-99
"4275","KENYA",2002,-99,-99
"4276","KENYA",2003,-99,-99
"4277","KENYA",1965,-99,-99
"4278","KENYA",1970,-99,-99
"4279","KENYA",1975,-99,-99
"4280","KENYA",1980,1,1
"4281","KENYA",1985,-99,-99
"4282","KENYA",1986,-99,-99
"4283","KENYA",1987,-99,-99
"4284","KENYA",1988,-99,-99
"4285","KENYA",1989,-99,-99
"4286","KENYA",1990,1,1
"4287","KENYA",1991,1,1
"4288","KENYA",1992,1,1
"4289","KENYA",1993,1,1
"4290","KENYA",1994,1,1
"4291","KENYA",1995,1,1
"4292","KENYA",1996,1,1
"4293","KENYA",1997,1,1
"4294","KENYA",1998,1,1
"4295","KENYA",1999,-99,-99
"4296","KENYA",2000,-99,-99
"4297","KENYA",2001,-99,-99
"4298","KENYA",2002,-99,-99
"4299","KENYA",2003,-99,-99
"4300","KENYA",1965,-99,-99
"4301","KENYA",1970,-99,-99
"4302","KENYA",1975,-99,-99
"4303","KENYA",1980,0,1
"4304","KENYA",1985,-99,-99
"4305","KENYA",1986,-99,-99
"4306","KENYA",1987,-99,-99
"4307","KENYA",1988,-99,-99
"4308","KENYA",1989,-99,-99
"4309","KENYA",1990,0,1
"4310","KENYA",1991,0,1
"4311","KENYA",1992,0,1
"4312","KENYA",1993,0,1
"4313","KENYA",1994,0,1
"4314","KENYA",1995,0,1
"4315","KENYA",1996,0,1
"4316","KENYA",1997,0,1
"4317","KENYA",1998,0,1
"4318","KENYA",1999,0,1
"4319","KENYA",2000,0,1
"4320","KENYA",2001,0,0
"4321","KENYA",2002,0,0
"4322","KENYA",2003,0,0
"4323","KENYA",1965,-99,-99
"4324","KENYA",1970,-99,-99
"4325","KENYA",1975,-99,-99
"4326","KENYA",1980,1,1
"4327","KENYA",1985,-99,-99
"4328","KENYA",1986,-99,-99
"4329","KENYA",1987,-99,-99
"4330","KENYA",1988,-99,-99
"4331","KENYA",1989,-99,-99
"4332","KENYA",1990,1,1
"4333","KENYA",1991,4,3
"4334","KENYA",1992,4,3
"4335","KENYA",1993,4,3
"4336","KENYA",1994,1,1
"4337","KENYA",1995,1,1
"4338","KENYA",1996,1,1
"4339","KENYA",1997,1,1
"4340","KENYA",1998,1,1
"4341","KENYA",1999,1,1
"4342","KENYA",2000,1,1
"4343","KENYA",2001,1,1
"4344","KENYA",2002,1,1
"4345","KENYA",2003,1,1
"4346","KENYA",1965,-99,-99
"4347","KENYA",1970,-99,-99
"4348","KENYA",1975,-99,-99
"4349","KENYA",1980,2,2
"4350","KENYA",1985,-99,-99
"4351","KENYA",1986,-99,-99
"4352","KENYA",1987,-99,-99
"4353","KENYA",1988,-99,-99
"4354","KENYA",1989,-99,-99
"4355","KENYA",1990,2,2
"4356","KENYA",1991,4,3
"4357","KENYA",1992,4,3
"4358","KENYA",1993,4,3
"4359","KENYA",1994,1,1
"4360","KENYA",1995,1,1
"4361","KENYA",1996,1,1
"4362","KENYA",1997,1,1
"4363","KENYA",1998,1,1
"4364","KENYA",1999,1,1
"4365","KENYA",2000,1,1
"4366","KENYA",2001,1,1
"4367","KENYA",2002,1,1
"4368","KENYA",2003,1,1
"4369","TANZANIA",1965,-99,-99
"4370","TANZANIA",1970,-99,-99
"4371","TANZANIA",1975,-99,-99
"4372","TANZANIA",1980,0,0
"4373","TANZANIA",1985,-99,-99
"4374","TANZANIA",1986,-99,-99
"4375","TANZANIA",1987,-99,-99
"4376","TANZANIA",1988,-99,-99
"4377","TANZANIA",1989,-99,-99
"4378","TANZANIA",1990,0,0
"4379","TANZANIA",1991,0,0
"4380","TANZANIA",1992,0,0
"4381","TANZANIA",1993,0,0
"4382","TANZANIA",1994,0,0
"4383","TANZANIA",1995,0,0
"4384","TANZANIA",1996,0,0
"4385","TANZANIA",1997,0,0
"4386","TANZANIA",1998,0,0
"4387","TANZANIA",1999,0,0
"4388","TANZANIA",2000,0,0
"4389","TANZANIA",2001,0,0
"4390","TANZANIA",2002,0,0
"4391","TANZANIA",2003,0,0
"4392","BURUNDI",1965,-99,-99
"4393","BURUNDI",1970,-99,-99
"4394","BURUNDI",1975,-99,-99
"4395","BURUNDI",1980,4,3
"4396","BURUNDI",1985,-99,-99
"4397","BURUNDI",1986,-99,-99
"4398","BURUNDI",1987,-99,-99
"4399","BURUNDI",1988,-99,-99
"4400","BURUNDI",1989,-99,-99
"4401","BURUNDI",1990,3,3
"4402","BURUNDI",1991,3,3
"4403","BURUNDI",1992,1,3
"4404","BURUNDI",1993,1,3
"4405","BURUNDI",1994,1,3
"4406","BURUNDI",1995,1,3
"4407","BURUNDI",1996,3,3
"4408","BURUNDI",1997,3,3
"4409","BURUNDI",1998,3,3
"4410","BURUNDI",1999,3,3
"4411","BURUNDI",2000,3,3
"4412","BURUNDI",2001,3,3
"4413","BURUNDI",2002,3,3
"4414","BURUNDI",2003,3,3
"4415","BURUNDI",1965,-99,-99
"4416","BURUNDI",1970,-99,-99
"4417","BURUNDI",1975,-99,-99
"4418","BURUNDI",1980,0,0
"4419","BURUNDI",1985,-99,-99
"4420","BURUNDI",1986,-99,-99
"4421","BURUNDI",1987,-99,-99
"4422","BURUNDI",1988,-99,-99
"4423","BURUNDI",1989,-99,-99
"4424","BURUNDI",1990,0,0
"4425","BURUNDI",1991,0,0
"4426","BURUNDI",1992,0,0
"4427","BURUNDI",1993,0,0
"4428","BURUNDI",1994,0,0
"4429","BURUNDI",1995,0,0
"4430","BURUNDI",1996,0,0
"4431","BURUNDI",1997,0,0
"4432","BURUNDI",1998,0,0
"4433","BURUNDI",1999,0,0
"4434","BURUNDI",2000,0,0
"4435","BURUNDI",2001,0,0
"4436","BURUNDI",2002,0,0
"4437","BURUNDI",2003,0,0
"4438","RWANDA",1965,-99,-99
"4439","RWANDA",1970,-99,-99
"4440","RWANDA",1975,-99,-99
"4441","RWANDA",1980,4,4
"4442","RWANDA",1985,-99,-99
"4443","RWANDA",1986,-99,-99
"4444","RWANDA",1987,-99,-99
"4445","RWANDA",1988,-99,-99
"4446","RWANDA",1989,-99,-99
"4447","RWANDA",1990,4,4
"4448","RWANDA",1991,4,4
"4449","RWANDA",1992,4,4
"4450","RWANDA",1993,4,4
"4451","RWANDA",1994,0,0
"4452","RWANDA",1995,0,0
"4453","RWANDA",1996,0,0
"4454","RWANDA",1997,0,0
"4455","RWANDA",1998,0,0
"4456","RWANDA",1999,0,0
"4457","RWANDA",2000,0,0
"4458","RWANDA",2001,0,0
"4459","RWANDA",2002,0,0
"4460","RWANDA",2003,0,0
"4461","RWANDA",1965,-99,-99
"4462","RWANDA",1970,-99,-99
"4463","RWANDA",1975,-99,-99
"4464","RWANDA",1980,0,0
"4465","RWANDA",1985,-99,-99
"4466","RWANDA",1986,-99,-99
"4467","RWANDA",1987,-99,-99
"4468","RWANDA",1988,-99,-99
"4469","RWANDA",1989,-99,-99
"4470","RWANDA",1990,0,0
"4471","RWANDA",1991,0,0
"4472","RWANDA",1992,0,0
"4473","RWANDA",1993,0,0
"4474","RWANDA",1994,4,3
"4475","RWANDA",1995,3,2
"4476","RWANDA",1996,3,2
"4477","RWANDA",1997,3,2
"4478","RWANDA",1998,3,2
"4479","RWANDA",1999,3,2
"4480","RWANDA",2000,3,2
"4481","RWANDA",2001,3,2
"4482","RWANDA",2002,3,2
"4483","RWANDA",2003,3,2
"4484","SOMALIA",1960,-99,-99
"4485","SOMALIA",1965,-99,-99
"4486","SOMALIA",1970,-99,-99
"4487","SOMALIA",1975,-99,-99
"4488","SOMALIA",1980,4,2
"4489","SOMALIA",1985,-99,-99
"4490","SOMALIA",1986,-99,-99
"4491","SOMALIA",1987,-99,-99
"4492","SOMALIA",1988,-99,-99
"4493","SOMALIA",1989,-99,-99
"4494","SOMALIA",1990,4,2
"4495","SOMALIA",1991,0,0
"4496","SOMALIA",1992,0,0
"4497","SOMALIA",1993,0,0
"4498","SOMALIA",1994,0,0
"4499","SOMALIA",1995,0,0
"4500","SOMALIA",1996,0,0
"4501","SOMALIA",1997,0,0
"4502","SOMALIA",1998,0,0
"4503","SOMALIA",1999,0,0
"4504","SOMALIA",2000,0,0
"4505","SOMALIA",2001,0,0
"4506","SOMALIA",2002,0,0
"4507","SOMALIA",2003,0,0
"4508","DJIBOUTI",1980,4,3
"4509","DJIBOUTI",1985,-99,-99
"4510","DJIBOUTI",1986,-99,-99
"4511","DJIBOUTI",1987,-99,-99
"4512","DJIBOUTI",1988,-99,-99
"4513","DJIBOUTI",1989,-99,-99
"4514","DJIBOUTI",1990,4,3
"4515","DJIBOUTI",1991,4,3
"4516","DJIBOUTI",1992,4,3
"4517","DJIBOUTI",1993,4,3
"4518","DJIBOUTI",1994,4,3
"4519","DJIBOUTI",1995,4,3
"4520","DJIBOUTI",1996,2,3
"4521","DJIBOUTI",1997,1,3
"4522","DJIBOUTI",1998,1,3
"4523","DJIBOUTI",1999,1,3
"4524","DJIBOUTI",2000,1,3
"4525","DJIBOUTI",2001,1,3
"4526","DJIBOUTI",2002,1,3
"4527","DJIBOUTI",2003,1,3
"4528","ETHIOPIA",1945,-99,-99
"4529","ETHIOPIA",1950,-99,-99
"4530","ETHIOPIA",1955,-99,-99
"4531","ETHIOPIA",1960,-99,-99
"4532","ETHIOPIA",1965,-99,-99
