"row","country","year","poldis","ecdis"
"1","USA",1940,-99,-99
"2","USA",1945,-99,-99
"3","USA",1950,-99,-99
"4","USA",1955,-99,-99
"5","USA",1960,-99,-99
"6","USA",1965,-99,-99
"7","USA",1970,-99,-99
"8","USA",1975,-99,-99
"9","USA",1980,1,1
"10","USA",1985,-99,-99
"11","USA",1986,-99,-99
"12","USA",1987,-99,-99
"13","USA",1988,-99,-99
"14","USA",1989,-99,-99
"15","USA",1990,1,1
"16","USA",1991,1,1
"17","USA",1992,1,1
"18","USA",1993,1,1
"19","USA",1994,1,1
"20","USA",1995,1,1
"21","USA",1996,1,1
"22","USA",1997,1,1
"23","USA",1998,1,1
"24","USA",1999,1,1
"25","USA",2000,1,1
"26","USA",2001,1,1
"27","USA",2002,1,1
"28","USA",2003,1,1
"29","USA",1940,-99,-99
"30","USA",1945,-99,-99
"31","USA",1950,-99,-99
"32","USA",1955,-99,-99
"33","USA",1960,-99,-99
"34","USA",1965,-99,-99
"35","USA",1970,-99,-99
"36","USA",1975,-99,-99
"37","USA",1980,1,2
"38","USA",1985,-99,-99
"39","USA",1986,-99,-99
"40","USA",1987,-99,-99
"41","USA",1988,-99,-99
"42","USA",1989,-99,-99
"43","USA",1990,1,2
"44","USA",1991,1,2
"45","USA",1992,1,2
"46","USA",1993,1,2
"47","USA",1994,1,2
"48","USA",1995,1,2
"49","USA",1996,1,2
"50","USA",1997,1,2
"51","USA",1998,1,2
"52","USA",1999,1,2
"53","USA",2000,1,1
"54","USA",2001,1,1
"55","USA",2002,1,1
"56","USA",2003,1,1
"57","USA",1940,-99,-99
"58","USA",1945,-99,-99
"59","USA",1950,-99,-99
"60","USA",1955,-99,-99
"61","USA",1960,-99,-99
"62","USA",1965,-99,-99
"63","USA",1970,-99,-99
"64","USA",1975,-99,-99
"65","USA",1980,1,1
"66","USA",1985,-99,-99
"67","USA",1986,-99,-99
"68","USA",1987,-99,-99
"69","USA",1988,-99,-99
"70","USA",1989,-99,-99
"71","USA",1990,1,1
"72","USA",1991,1,1
"73","USA",1992,1,1
"74","USA",1993,1,1
"75","USA",1994,1,1
"76","USA",1995,1,1
"77","USA",1996,1,1
"78","USA",1997,1,1
"79","USA",1998,1,1
"80","USA",1999,1,1
"81","USA",2000,1,1
"82","USA",2001,1,1
"83","USA",2002,1,1
"84","USA",2003,1,1
"85","USA",1940,-99,-99
"86","USA",1945,-99,-99
"87","USA",1950,-99,-99
"88","USA",1955,-99,-99
"89","USA",1960,-99,-99
"90","USA",1965,-99,-99
"91","USA",1970,-99,-99
"92","USA",1975,-99,-99
"93","USA",1980,0,3
"94","USA",1985,-99,-99
"95","USA",1986,-99,-99
"96","USA",1987,-99,-99
"97","USA",1988,-99,-99
"98","USA",1989,-99,-99
"99","USA",1990,0,1
"100","USA",1991,0,1
"101","USA",1992,0,1
"102","USA",1993,0,1
"103","USA",1994,0,1
"104","USA",1995,0,1
"105","USA",1996,0,1
"106","USA",1997,0,1
"107","USA",1998,0,1
"108","USA",1999,0,1
"109","USA",2000,0,1
"110","USA",2001,0,1
"111","USA",2002,0,1
"112","USA",2003,0,1
"113","CANADA",1940,-99,-99
"114","CANADA",1945,-99,-99
"115","CANADA",1950,-99,-99
"116","CANADA",1955,-99,-99
"117","CANADA",1960,-99,-99
"118","CANADA",1965,-99,-99
"119","CANADA",1970,-99,-99
"120","CANADA",1975,-99,-99
"121","CANADA",1980,0,0
"122","CANADA",1985,-99,-99
"123","CANADA",1986,-99,-99
"124","CANADA",1987,-99,-99
"125","CANADA",1988,-99,-99
"126","CANADA",1989,-99,-99
"127","CANADA",1990,0,0
"128","CANADA",1991,0,0
"129","CANADA",1992,0,0
"130","CANADA",1993,0,0
"131","CANADA",1994,0,0
"132","CANADA",1995,0,0
"133","CANADA",1996,0,0
"134","CANADA",1997,0,0
"135","CANADA",1998,0,0
"136","CANADA",1999,0,0
"137","CANADA",2000,0,0
"138","CANADA",2001,0,0
"139","CANADA",2002,0,0
"140","CANADA",2003,0,0
"141","CANADA",1940,-99,-99
"142","CANADA",1945,-99,-99
"143","CANADA",1950,-99,-99
"144","CANADA",1955,-99,-99
"145","CANADA",1960,-99,-99
"146","CANADA",1965,-99,-99
"147","CANADA",1970,-99,-99
"148","CANADA",1975,-99,-99
"149","CANADA",1980,0,1
"150","CANADA",1985,-99,-99
"151","CANADA",1986,-99,-99
"152","CANADA",1987,-99,-99
"153","CANADA",1988,-99,-99
"154","CANADA",1989,-99,-99
"155","CANADA",1990,0,1
"156","CANADA",1991,0,1
"157","CANADA",1992,0,1
"158","CANADA",1993,0,1
"159","CANADA",1994,0,1
"160","CANADA",1995,0,1
"161","CANADA",1996,0,1
"162","CANADA",1997,0,1
"163","CANADA",1998,0,1
"164","CANADA",1999,0,1
"165","CANADA",2000,0,1
"166","CANADA",2001,0,1
"167","CANADA",2002,0,1
"168","CANADA",2003,0,1
"169","CANADA",1940,-99,-99
"170","CANADA",1945,-99,-99
"171","CANADA",1950,-99,-99
"172","CANADA",1955,-99,-99
"173","CANADA",1960,-99,-99
"174","CANADA",1965,-99,-99
"175","CANADA",1970,-99,-99
"176","CANADA",1975,-99,-99
"177","CANADA",1980,2,3
"178","CANADA",1985,-99,-99
"179","CANADA",1986,-99,-99
"180","CANADA",1987,-99,-99
"181","CANADA",1988,-99,-99
"182","CANADA",1989,-99,-99
"183","CANADA",1990,2,1
"184","CANADA",1991,1,1
"185","CANADA",1992,1,1
"186","CANADA",1993,1,1
"187","CANADA",1994,1,1
"188","CANADA",1995,1,1
"189","CANADA",1996,1,1
"190","CANADA",1997,1,1
"191","CANADA",1998,1,1
"192","CANADA",1999,1,1
"193","CANADA",2000,1,1
"194","CANADA",2001,1,1
"195","CANADA",2002,1,1
"196","CANADA",2003,1,1
"197","DOMINICAN REP.",1940,-99,-99
"198","DOMINICAN REP.",1945,-99,-99
"199","DOMINICAN REP.",1950,-99,-99
"200","DOMINICAN REP.",1955,-99,-99
"201","DOMINICAN REP.",1960,-99,-99
"202","DOMINICAN REP.",1965,-99,-99
"203","DOMINICAN REP.",1970,-99,-99
"204","DOMINICAN REP.",1975,-99,-99
"205","DOMINICAN REP.",1980,4,4
"206","DOMINICAN REP.",1985,-99,-99
"207","DOMINICAN REP.",1986,-99,-99
"208","DOMINICAN REP.",1987,-99,-99
"209","DOMINICAN REP.",1988,-99,-99
"210","DOMINICAN REP.",1989,-99,-99
"211","DOMINICAN REP.",1990,4,4
"212","DOMINICAN REP.",1991,4,4
"213","DOMINICAN REP.",1992,4,4
"214","DOMINICAN REP.",1993,4,4
"215","DOMINICAN REP.",1994,4,4
"216","DOMINICAN REP.",1995,4,4
"217","DOMINICAN REP.",1996,4,4
"218","DOMINICAN REP.",1997,4,4
"219","DOMINICAN REP.",1998,4,4
"220","DOMINICAN REP.",1999,4,4
"221","DOMINICAN REP.",2000,4,4
"222","DOMINICAN REP.",2001,4,4
"223","DOMINICAN REP.",2002,4,4
"224","DOMINICAN REP.",2003,4,4
"225","MEXICO",1940,-99,-99
"226","MEXICO",1945,-99,-99
"227","MEXICO",1950,-99,-99
"228","MEXICO",1955,-99,-99
"229","MEXICO",1960,-99,-99
"230","MEXICO",1965,-99,-99
"231","MEXICO",1970,-99,-99
"232","MEXICO",1975,-99,-99
"233","MEXICO",1980,3,3
"234","MEXICO",1985,-99,-99
"235","MEXICO",1986,-99,-99
"236","MEXICO",1987,-99,-99
"237","MEXICO",1988,-99,-99
"238","MEXICO",1989,-99,-99
"239","MEXICO",1990,3,3
"240","MEXICO",1991,3,3
"241","MEXICO",1992,3,3
"242","MEXICO",1993,3,3
"243","MEXICO",1994,3,3
"244","MEXICO",1995,3,3
"245","MEXICO",1996,3,3
"246","MEXICO",1997,3,3
"247","MEXICO",1998,3,3
"248","MEXICO",1999,3,3
"249","MEXICO",2000,3,3
"250","MEXICO",2001,3,3
"251","MEXICO",2002,3,3
"252","MEXICO",2003,3,3
"253","MEXICO",1940,-99,-99
"254","MEXICO",1945,-99,-99
"255","MEXICO",1950,-99,-99
"256","MEXICO",1955,-99,-99
"257","MEXICO",1960,-99,-99
"258","MEXICO",1965,-99,-99
"259","MEXICO",1970,-99,-99
"260","MEXICO",1975,-99,-99
"261","MEXICO",1980,3,3
"262","MEXICO",1985,-99,-99
"263","MEXICO",1986,-99,-99
"264","MEXICO",1987,-99,-99
"265","MEXICO",1988,-99,-99
"266","MEXICO",1989,-99,-99
"267","MEXICO",1990,3,3
"268","MEXICO",1991,3,3
"269","MEXICO",1992,3,3
"270","MEXICO",1993,3,3
"271","MEXICO",1994,3,3
"272","MEXICO",1995,3,3
"273","MEXICO",1996,3,3
"274","MEXICO",1997,3,3
"275","MEXICO",1998,3,3
"276","MEXICO",1999,3,3
"277","MEXICO",2000,3,3
"278","MEXICO",2001,3,3
"279","MEXICO",2002,3,3
"280","MEXICO",2003,3,3
"281","MEXICO",1940,-99,-99
"282","MEXICO",1945,-99,-99
"283","MEXICO",1950,-99,-99
"284","MEXICO",1955,-99,-99
"285","MEXICO",1960,-99,-99
"286","MEXICO",1965,-99,-99
"287","MEXICO",1970,-99,-99
"288","MEXICO",1975,-99,-99
"289","MEXICO",1980,3,3
"290","MEXICO",1985,-99,-99
"291","MEXICO",1986,-99,-99
"292","MEXICO",1987,-99,-99
"293","MEXICO",1988,-99,-99
"294","MEXICO",1989,-99,-99
"295","MEXICO",1990,3,3
"296","MEXICO",1991,3,3
"297","MEXICO",1992,3,3
"298","MEXICO",1993,3,3
"299","MEXICO",1994,3,3
"300","MEXICO",1995,3,3
"301","MEXICO",1996,3,2
"302","MEXICO",1997,3,2
"303","MEXICO",1998,3,2
"304","MEXICO",1999,3,3
"305","MEXICO",2000,3,3
"306","MEXICO",2001,3,3
"307","MEXICO",2002,3,3
"308","MEXICO",2003,3,3
"309","GUATEMALA",1940,-99,-99
"310","GUATEMALA",1945,-99,-99
"311","GUATEMALA",1950,-99,-99
"312","GUATEMALA",1955,-99,-99
"313","GUATEMALA",1960,-99,-99
"314","GUATEMALA",1965,-99,-99
"315","GUATEMALA",1970,-99,-99
"316","GUATEMALA",1975,-99,-99
"317","GUATEMALA",1980,3,4
"318","GUATEMALA",1985,-99,-99
"319","GUATEMALA",1986,-99,-99
"320","GUATEMALA",1987,-99,-99
"321","GUATEMALA",1988,-99,-99
"322","GUATEMALA",1989,-99,-99
"323","GUATEMALA",1990,3,4
"324","GUATEMALA",1991,3,4
"325","GUATEMALA",1992,3,4
"326","GUATEMALA",1993,3,4
"327","GUATEMALA",1994,3,4
"328","GUATEMALA",1995,1,4
"329","GUATEMALA",1996,1,4
"330","GUATEMALA",1997,1,3
"331","GUATEMALA",1998,3,3
"332","GUATEMALA",1999,3,3
"333","GUATEMALA",2000,3,3
"334","GUATEMALA",2001,3,3
"335","GUATEMALA",2002,3,3
"336","GUATEMALA",2003,3,3
"337","HONDURAS",1940,-99,-99
"338","HONDURAS",1945,-99,-99
"339","HONDURAS",1950,-99,-99
"340","HONDURAS",1955,-99,-99
"341","HONDURAS",1960,-99,-99
"342","HONDURAS",1965,-99,-99
"343","HONDURAS",1970,-99,-99
"344","HONDURAS",1975,-99,-99
"345","HONDURAS",1980,3,3
"346","HONDURAS",1985,-99,-99
"347","HONDURAS",1986,-99,-99
"348","HONDURAS",1987,-99,-99
"349","HONDURAS",1988,-99,-99
"350","HONDURAS",1989,-99,-99
"351","HONDURAS",1990,3,3
"352","HONDURAS",1991,3,3
"353","HONDURAS",1992,3,3
"354","HONDURAS",1993,3,3
"355","HONDURAS",1994,3,3
"356","HONDURAS",1995,3,3
"357","HONDURAS",1996,3,4
"358","HONDURAS",1997,3,4
"359","HONDURAS",1998,3,4
"360","HONDURAS",1999,3,4
"361","HONDURAS",2000,3,4
"362","HONDURAS",2001,3,4
"363","HONDURAS",2002,3,4
"364","HONDURAS",2003,3,4
"365","HONDURAS",1940,-99,-99
"366","HONDURAS",1945,-99,-99
"367","HONDURAS",1950,-99,-99
"368","HONDURAS",1955,-99,-99
"369","HONDURAS",1960,-99,-99
"370","HONDURAS",1965,-99,-99
"371","HONDURAS",1970,-99,-99
"372","HONDURAS",1975,-99,-99
"373","HONDURAS",1980,3,3
"374","HONDURAS",1985,-99,-99
"375","HONDURAS",1986,-99,-99
"376","HONDURAS",1987,-99,-99
"377","HONDURAS",1988,-99,-99
"378","HONDURAS",1989,-99,-99
"379","HONDURAS",1990,3,3
"380","HONDURAS",1991,3,3
"381","HONDURAS",1992,3,3
"382","HONDURAS",1993,3,3
"383","HONDURAS",1994,3,3
"384","HONDURAS",1995,3,3
"385","HONDURAS",1996,3,3
"386","HONDURAS",1997,3,3
"387","HONDURAS",1998,3,3
"388","HONDURAS",1999,3,3
"389","HONDURAS",2000,3,3
"390","HONDURAS",2001,3,3
"391","HONDURAS",2002,3,3
"392","HONDURAS",2003,3,3
"393","EL SALVADOR",1940,-99,-99
"394","EL SALVADOR",1945,-99,-99
"395","EL SALVADOR",1950,-99,-99
"396","EL SALVADOR",1955,-99,-99
"397","EL SALVADOR",1960,-99,-99
"398","EL SALVADOR",1965,-99,-99
"399","EL SALVADOR",1970,-99,-99
"400","EL SALVADOR",1975,-99,-99
"401","EL SALVADOR",1980,4,4
"402","EL SALVADOR",1985,-99,-99
"403","EL SALVADOR",1986,-99,-99
"404","EL SALVADOR",1987,-99,-99
"405","EL SALVADOR",1988,-99,-99
"406","EL SALVADOR",1989,-99,-99
"407","EL SALVADOR",1990,4,4
"408","EL SALVADOR",1991,4,4
"409","EL SALVADOR",1992,2,4
"410","EL SALVADOR",1993,2,2
"411","EL SALVADOR",1994,2,3
"412","EL SALVADOR",1995,2,3
"413","EL SALVADOR",1996,2,3
"414","EL SALVADOR",1997,2,3
"415","EL SALVADOR",1998,2,3
"416","EL SALVADOR",1999,2,3
"417","EL SALVADOR",2000,2,3
"418","EL SALVADOR",2001,2,3
"419","EL SALVADOR",2002,2,3
"420","EL SALVADOR",2003,2,3
"421","NICARAGUA",1940,-99,-99
"422","NICARAGUA",1945,-99,-99
"423","NICARAGUA",1950,-99,-99
"424","NICARAGUA",1955,-99,-99
"425","NICARAGUA",1960,-99,-99
"426","NICARAGUA",1965,-99,-99
"427","NICARAGUA",1970,-99,-99
"428","NICARAGUA",1975,-99,-99
"429","NICARAGUA",1980,3,3
"430","NICARAGUA",1985,-99,-99
"431","NICARAGUA",1986,-99,-99
"432","NICARAGUA",1987,-99,-99
"433","NICARAGUA",1988,-99,-99
"434","NICARAGUA",1989,-99,-99
"435","NICARAGUA",1990,1,1
"436","NICARAGUA",1991,2,2
"437","NICARAGUA",1992,2,2
"438","NICARAGUA",1993,2,2
"439","NICARAGUA",1994,2,2
"440","NICARAGUA",1995,2,2
"441","NICARAGUA",1996,2,2
"442","NICARAGUA",1997,2,2
"443","NICARAGUA",1998,2,2
"444","NICARAGUA",1999,2,2
"445","NICARAGUA",2000,2,2
"446","NICARAGUA",2001,2,2
"447","NICARAGUA",2002,2,2
"448","NICARAGUA",2003,2,2
"449","COSTARICA",1940,-99,-99
"450","COSTARICA",1945,-99,-99
"451","COSTARICA",1950,-99,-99
"452","COSTARICA",1955,-99,-99
"453","COSTARICA",1960,-99,-99
"454","COSTARICA",1965,-99,-99
"455","COSTARICA",1970,-99,-99
"456","COSTARICA",1975,-99,-99
"457","COSTARICA",1980,1,0
"458","COSTARICA",1985,-99,-99
"459","COSTARICA",1986,-99,-99
"460","COSTARICA",1987,-99,-99
"461","COSTARICA",1988,-99,-99
"462","COSTARICA",1989,-99,-99
"463","COSTARICA",1990,1,0
"464","COSTARICA",1991,1,0
"465","COSTARICA",1992,1,0
"466","COSTARICA",1993,1,0
"467","COSTARICA",1994,1,0
"468","COSTARICA",1995,1,0
"469","COSTARICA",1996,1,0
"470","COSTARICA",1997,1,0
"471","COSTARICA",1998,1,0
"472","COSTARICA",1999,1,0
"473","COSTARICA",2000,1,0
"474","COSTARICA",2001,1,0
"475","COSTARICA",2002,1,0
"476","COSTARICA",2003,1,0
"477","PANAMA",1940,-99,-99
"478","PANAMA",1945,-99,-99
"479","PANAMA",1950,-99,-99
"480","PANAMA",1955,-99,-99
"481","PANAMA",1960,-99,-99
"482","PANAMA",1965,-99,-99
"483","PANAMA",1970,-99,-99
"484","PANAMA",1975,-99,-99
"485","PANAMA",1980,3,3
"486","PANAMA",1985,-99,-99
"487","PANAMA",1986,-99,-99
"488","PANAMA",1987,-99,-99
"489","PANAMA",1988,-99,-99
"490","PANAMA",1989,-99,-99
"491","PANAMA",1990,3,3
"492","PANAMA",1991,3,3
"493","PANAMA",1992,3,3
"494","PANAMA",1993,3,3
"495","PANAMA",1994,3,3
"496","PANAMA",1995,3,3
"497","PANAMA",1996,3,3
"498","PANAMA",1997,3,3
"499","PANAMA",1998,3,3
"500","PANAMA",1999,3,3
"501","PANAMA",2000,3,3
"502","PANAMA",2001,3,3
"503","PANAMA",2002,3,3
"504","PANAMA",2003,3,3
"505","PANAMA",1940,-99,-99
"506","PANAMA",1945,-99,-99
"507","PANAMA",1950,-99,-99
"508","PANAMA",1955,-99,-99
"509","PANAMA",1960,-99,-99
"510","PANAMA",1965,-99,-99
"511","PANAMA",1970,-99,-99
"512","PANAMA",1975,-99,-99
"513","PANAMA",1980,1,3
"514","PANAMA",1985,-99,-99
"515","PANAMA",1986,-99,-99
"516","PANAMA",1987,-99,-99
"517","PANAMA",1988,-99,-99
"518","PANAMA",1989,-99,-99
"519","PANAMA",1990,1,3
"520","PANAMA",1991,1,3
"521","PANAMA",1992,1,3
"522","PANAMA",1993,1,3
"523","PANAMA",1994,1,3
"524","PANAMA",1995,1,3
"525","PANAMA",1996,1,3
"526","PANAMA",1997,1,3
"527","PANAMA",1998,1,3
"528","PANAMA",1999,1,3
"529","PANAMA",2000,1,3
"530","PANAMA",2001,1,3
"531","PANAMA",2002,1,3
"532","PANAMA",2003,1,3
"533","PANAMA",1940,-99,-99
"534","PANAMA",1945,-99,-99
"535","PANAMA",1950,-99,-99
"536","PANAMA",1955,-99,-99
"537","PANAMA",1960,-99,-99
"538","PANAMA",1965,-99,-99
"539","PANAMA",1970,-99,-99
"540","PANAMA",1975,-99,-99
"541","PANAMA",1980,3,3
"542","PANAMA",1985,-99,-99
"543","PANAMA",1986,-99,-99
"544","PANAMA",1987,-99,-99
"545","PANAMA",1988,-99,-99
"546","PANAMA",1989,-99,-99
"547","PANAMA",1990,3,3
"548","PANAMA",1991,3,3
"549","PANAMA",1992,3,3
"550","PANAMA",1993,3,3
"551","PANAMA",1994,3,3
"552","PANAMA",1995,3,3
"553","PANAMA",1996,3,3
"554","PANAMA",1997,3,3
"555","PANAMA",1998,3,3
"556","PANAMA",1999,3,3
"557","PANAMA",2000,3,3
"558","PANAMA",2001,3,3
"559","PANAMA",2002,3,3
"560","PANAMA",2003,3,3
"561","COLOMBIA",1940,-99,-99
"562","COLOMBIA",1945,-99,-99
"563","COLOMBIA",1950,-99,-99
"564","COLOMBIA",1955,-99,-99
"565","COLOMBIA",1960,-99,-99
"566","COLOMBIA",1965,-99,-99
"567","COLOMBIA",1970,-99,-99
"568","COLOMBIA",1975,-99,-99
"569","COLOMBIA",1980,3,3
"570","COLOMBIA",1985,-99,-99
"571","COLOMBIA",1986,-99,-99
"572","COLOMBIA",1987,-99,-99
"573","COLOMBIA",1988,-99,-99
"574","COLOMBIA",1989,-99,-99
"575","COLOMBIA",1990,3,3
"576","COLOMBIA",1991,3,3
"577","COLOMBIA",1992,3,3
"578","COLOMBIA",1993,3,3
"579","COLOMBIA",1994,3,3
"580","COLOMBIA",1995,3,3
"581","COLOMBIA",1996,3,3
"582","COLOMBIA",1997,3,3
"583","COLOMBIA",1998,3,3
"584","COLOMBIA",1999,3,3
"585","COLOMBIA",2000,3,3
"586","COLOMBIA",2001,3,3
"587","COLOMBIA",2002,3,3
"588","COLOMBIA",2003,3,3
"589","COLOMBIA",1940,-99,-99
"590","COLOMBIA",1945,-99,-99
"591","COLOMBIA",1950,-99,-99
"592","COLOMBIA",1955,-99,-99
"593","COLOMBIA",1960,-99,-99
"594","COLOMBIA",1965,-99,-99
"595","COLOMBIA",1970,-99,-99
"596","COLOMBIA",1975,-99,-99
"597","COLOMBIA",1980,3,3
"598","COLOMBIA",1985,-99,-99
"599","COLOMBIA",1986,-99,-99
"600","COLOMBIA",1987,-99,-99
"601","COLOMBIA",1988,-99,-99
"602","COLOMBIA",1989,-99,-99
"603","COLOMBIA",1990,3,3
"604","COLOMBIA",1991,1,3
"605","COLOMBIA",1992,1,3
"606","COLOMBIA",1993,1,3
"607","COLOMBIA",1994,1,3
"608","COLOMBIA",1995,1,3
"609","COLOMBIA",1996,1,3
"610","COLOMBIA",1997,1,3
"611","COLOMBIA",1998,1,3
"612","COLOMBIA",1999,1,3
"613","COLOMBIA",2000,1,3
"614","COLOMBIA",2001,1,3
"615","COLOMBIA",2002,1,3
"616","COLOMBIA",2003,1,3
"617","VENEZUELA",1940,-99,-99
"618","VENEZUELA",1945,-99,-99
"619","VENEZUELA",1950,-99,-99
"620","VENEZUELA",1955,-99,-99
"621","VENEZUELA",1960,-99,-99
"622","VENEZUELA",1965,-99,-99
"623","VENEZUELA",1970,-99,-99
"624","VENEZUELA",1975,-99,-99
"625","VENEZUELA",1980,3,3
"626","VENEZUELA",1985,-99,-99
"627","VENEZUELA",1986,-99,-99
"628","VENEZUELA",1987,-99,-99
"629","VENEZUELA",1988,-99,-99
"630","VENEZUELA",1989,-99,-99
"631","VENEZUELA",1990,3,3
"632","VENEZUELA",1991,3,3
"633","VENEZUELA",1992,3,3
"634","VENEZUELA",1993,3,3
"635","VENEZUELA",1994,3,3
"636","VENEZUELA",1995,3,3
"637","VENEZUELA",1996,3,3
"638","VENEZUELA",1997,3,3
"639","VENEZUELA",1998,3,3
"640","VENEZUELA",1999,3,3
"641","VENEZUELA",2000,3,3
"642","VENEZUELA",2001,3,3
"643","VENEZUELA",2002,3,3
"644","VENEZUELA",2003,3,3
"645","VENEZUELA",1940,-99,-99
"646","VENEZUELA",1945,-99,-99
"647","VENEZUELA",1950,-99,-99
"648","VENEZUELA",1955,-99,-99
"649","VENEZUELA",1960,-99,-99
"650","VENEZUELA",1965,-99,-99
"651","VENEZUELA",1970,-99,-99
"652","VENEZUELA",1975,-99,-99
"653","VENEZUELA",1980,4,3
"654","VENEZUELA",1985,-99,-99
"655","VENEZUELA",1986,-99,-99
"656","VENEZUELA",1987,-99,-99
"657","VENEZUELA",1988,-99,-99
"658","VENEZUELA",1989,-99,-99
"659","VENEZUELA",1990,4,3
"660","VENEZUELA",1991,4,3
"661","VENEZUELA",1992,1,3
"662","VENEZUELA",1993,1,3
"663","VENEZUELA",1994,1,3
"664","VENEZUELA",1995,1,3
"665","VENEZUELA",1996,1,3
"666","VENEZUELA",1997,1,3
"667","VENEZUELA",1998,1,1
"668","VENEZUELA",1999,1,1
"669","VENEZUELA",2000,1,1
"670","VENEZUELA",2001,1,1
"671","VENEZUELA",2002,1,1
"672","VENEZUELA",2003,1,1
"673","GUYANA",1970,-99,-99
"674","GUYANA",1975,-99,-99
"675","GUYANA",1980,0,0
"676","GUYANA",1985,-99,-99
"677","GUYANA",1986,-99,-99
"678","GUYANA",1987,-99,-99
"679","GUYANA",1988,-99,-99
"680","GUYANA",1989,-99,-99
"681","GUYANA",1990,0,0
"682","GUYANA",1991,0,0
"683","GUYANA",1992,4,3
"684","GUYANA",1993,4,3
"685","GUYANA",1994,4,3
"686","GUYANA",1995,4,3
"687","GUYANA",1996,4,3
"688","GUYANA",1997,4,3
"689","GUYANA",1998,4,3
"690","GUYANA",1999,4,3
"691","GUYANA",2000,4,3
"692","GUYANA",2001,4,3
"693","GUYANA",2002,4,3
"694","GUYANA",2003,4,3
"695","GUYANA",1970,-99,-99
"696","GUYANA",1975,-99,-99
"697","GUYANA",1980,4,4
"698","GUYANA",1985,-99,-99
"699","GUYANA",1986,-99,-99
"700","GUYANA",1987,-99,-99
"701","GUYANA",1988,-99,-99
"702","GUYANA",1989,-99,-99
"703","GUYANA",1990,4,4
"704","GUYANA",1991,4,4
"705","GUYANA",1992,0,0
"706","GUYANA",1993,0,0
"707","GUYANA",1994,0,0
"708","GUYANA",1995,0,0
"709","GUYANA",1996,0,0
"710","GUYANA",1997,0,0
"711","GUYANA",1998,0,0
"712","GUYANA",1999,0,0
"713","GUYANA",2000,0,0
"714","GUYANA",2001,0,0
"715","GUYANA",2002,0,0
"716","GUYANA",2003,0,0
"717","ECUADOR",1940,-99,-99
"718","ECUADOR",1945,-99,-99
"719","ECUADOR",1950,-99,-99
"720","ECUADOR",1955,-99,-99
"721","ECUADOR",1960,-99,-99
"722","ECUADOR",1965,-99,-99
"723","ECUADOR",1970,-99,-99
"724","ECUADOR",1975,-99,-99
"725","ECUADOR",1980,3,3
"726","ECUADOR",1985,-99,-99
"727","ECUADOR",1986,-99,-99
"728","ECUADOR",1987,-99,-99
"729","ECUADOR",1988,-99,-99
"730","ECUADOR",1989,-99,-99
"731","ECUADOR",1990,3,3
"732","ECUADOR",1991,3,3
"733","ECUADOR",1992,3,3
"734","ECUADOR",1993,3,3
"735","ECUADOR",1994,3,3
"736","ECUADOR",1995,3,3
"737","ECUADOR",1996,3,3
"738","ECUADOR",1997,3,3
"739","ECUADOR",1998,3,3
"740","ECUADOR",1999,3,3
"741","ECUADOR",2000,3,3
"742","ECUADOR",2001,3,3
"743","ECUADOR",2002,3,3
"744","ECUADOR",2003,3,3
"745","ECUADOR",1940,-99,-99
"746","ECUADOR",1945,-99,-99
"747","ECUADOR",1950,-99,-99
"748","ECUADOR",1955,-99,-99
"749","ECUADOR",1960,-99,-99
"750","ECUADOR",1965,-99,-99
"751","ECUADOR",1970,-99,-99
"752","ECUADOR",1975,-99,-99
"753","ECUADOR",1980,3,3
"754","ECUADOR",1985,-99,-99
"755","ECUADOR",1986,-99,-99
"756","ECUADOR",1987,-99,-99
"757","ECUADOR",1988,-99,-99
"758","ECUADOR",1989,-99,-99
"759","ECUADOR",1990,3,4
"760","ECUADOR",1991,3,4
"761","ECUADOR",1992,3,4
"762","ECUADOR",1993,3,4
"763","ECUADOR",1994,3,4
"764","ECUADOR",1995,3,4
"765","ECUADOR",1996,3,4
"766","ECUADOR",1997,3,4
"767","ECUADOR",1998,3,4
"768","ECUADOR",1999,3,4
"769","ECUADOR",2000,3,4
"770","ECUADOR",2001,3,4
"771","ECUADOR",2002,3,4
"772","ECUADOR",2003,3,4
"773","ECUADOR",1940,-99,-99
"774","ECUADOR",1945,-99,-99
"775","ECUADOR",1950,-99,-99
"776","ECUADOR",1955,-99,-99
"777","ECUADOR",1960,-99,-99
"778","ECUADOR",1965,-99,-99
"779","ECUADOR",1970,-99,-99
"780","ECUADOR",1975,-99,-99
"781","ECUADOR",1980,3,3
"782","ECUADOR",1985,-99,-99
"783","ECUADOR",1986,-99,-99
"784","ECUADOR",1987,-99,-99
"785","ECUADOR",1988,-99,-99
"786","ECUADOR",1989,-99,-99
"787","ECUADOR",1990,3,3
"788","ECUADOR",1991,3,3
"789","ECUADOR",1992,3,3
"790","ECUADOR",1993,3,3
"791","ECUADOR",1994,3,3
"792","ECUADOR",1995,3,3
"793","ECUADOR",1996,3,3
"794","ECUADOR",1997,3,3
"795","ECUADOR",1998,3,3
"796","ECUADOR",1999,3,3
"797","ECUADOR",2000,3,3
"798","ECUADOR",2001,3,3
"799","ECUADOR",2002,3,3
"800","ECUADOR",2003,3,3
"801","PERU",1940,-99,-99
"802","PERU",1945,-99,-99
"803","PERU",1950,-99,-99
"804","PERU",1955,-99,-99
"805","PERU",1960,-99,-99
"806","PERU",1965,-99,-99
"807","PERU",1970,-99,-99
"808","PERU",1975,-99,-99
"809","PERU",1980,3,3
