"numcode","VMAR_Group","ccode","country","VMAR_Region","year","GPOP","CPOP","GPRO","LANG","CUSTOM","BELIEF","RELIGS1","RACE","GROUPCON","GC119","GC2","GC6B","GC7","GC10","GC11","AUTLOST","YEARWT","MAGN","PRSTAT","AUTONEND","TRANSYR","SEPX","SEPKIN","EMIG","DISPLACE","POLDIS","ECDIS","CULPO1","CULPO2","GOJPA","AUTON2","AUTGAIN","AUTPRO","LEGISREP","EXECREP","GUARREP","POLGR","ECGR","CULGR","KINSUP","KINMATSUP","KINPOLSUP","KINMILSUP","STASUP","STAMATSUP","STAPOLSUP","STAMILSUP","NSASUP","NSAMATSUP","NSAPOLSUP","NSAMILSUP","INTRACON","FACTCC1","FACTSEV1","FACTCC2","FACTSEV2","FACTCC3","FACTSEV3","INTERCON","CCGROUP1","CCGROUPSEV1","CCGROUP2","CCGROUPSEV2","CCGROUP3","CCGROUPSEV3","PROT","REB","REPGENCIV","REPNVIOL","REPVIOL"
47505,"Yoruba",475,"Nigeria","Sub-Saharan Africa",2005,28873962,137495055,0.21,1,1,-99,-99,0,3,3,1,3,3,2,1,2,2,2,3,"1967","1960",3,0,0,0,0,0,0,0,3,0,-99,0,1,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"Fasehun Faction of OPC/Adams faction of OPC",4,"","0","","0",0,"",0,"",0,"",0,0,1,0,0,5
47505,"Yoruba",475,"Nigeria","Sub-Saharan Africa",2006,29483531,140397768,0.21,1,1,-99,-99,0,3,3,1,3,3,2,2,2,2,2,3,"1967","1960",3,0,0,1,0,0,0,0,3,0,-99,0,1,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"AD Chairman Akanda/Afinefere Leaders",1,"","0","","0",1,"Ibo",5,"National Union of Rail and Transport Workers",3,"Ijaw",3,3,0,0,0,0
47506,"Ijaw",475,"Nigeria","Sub-Saharan Africa",2004,13460451,134604514,0.1,1,1,2,3,0,3,-99,1,3,3,0,0,0.2,5,1,1,"1889","1960",-99,0,0,1,3,4,0,0,4,0,-99,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"NDPVF vs. NDV",4,"0","0","0","0",1,"Itsekiri",5,"Yoruba",3,"Edo",3,0,1,5,0,5
47506,"Ijaw",475,"Nigeria","Sub-Saharan Africa",2005,13749506,137495055,0.1,1,1,2,3,0,3,-99,1,3,3,0,0,0.2,5,1,1,"1889","1960",-99,0,0,0,3,4,0,0,4,0,-99,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,1,1,0,0,1,"PDP vs. civilians",1,"0","0","0","0",1,"Itsekiri",3,"Oil companies",1,"",0,3,1,5,5,3
47506,"Ijaw",475,"Nigeria","Sub-Saharan Africa",2006,14039777,140397768,0.1,1,1,2,3,0,3,-99,1,3,3,0,0,0.2,5,1,1,"1889","1960",-99,0,0,1,3,4,0,0,4,0,-99,0,0,0,0,4,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"0",0,"0","0","0","0",1,"Oil companies",5,"Yoruba",3,"",0,3,2,4,5,5
48302,"Southerners",483,"Chad","Sub-Saharan Africa",2004,3457109,9097655,0.38,1,0,0,1,0,3,1,1,3,3,3,1,0.6,5,3,1,"1889","1960",0,0,0,1,3,0,1,0,3,0,-99,0,1,1,0,1,2,0,0,0,0,0,1,1,0,0,1,1,0,0,1,"-99",3,"","0","","0",1,"Muslim herders",5,"CAR bandits",3,"",0,0,1,4,3,5
48302,"Southerners",483,"Chad","Sub-Saharan Africa",2005,3572250,9400658,0.38,1,0,0,1,0,3,1,1,3,3,3,1,0.6,5,3,1,"1889","1960",0,0,0,0,3,0,1,0,3,0,-99,0,1,1,0,1,2,0,0,0,0,0,1,1,0,0,1,1,0,0,0,"",0,"","0","","0",1,"CAR bandits",3,"Muslim herders",-99,"",0,0,0,5,4,0
48302,"Southerners",483,"Chad","Sub-Saharan Africa",2006,3666603,9648955,0.38,1,0,0,1,0,3,1,1,3,3,3,1,0.6,5,3,1,"1889","1960",0,0,0,0,3,0,1,0,3,0,-99,0,1,1,0,1,2,0,0,0,0,0,1,0,1,0,1,1,0,0,0,"",0,"","0","","0",1,"CAR bandits",3,"Muslim herders",-99,"",0,3,0,4,5,5
48401,"Lari",484,"Rep. of the Congo","Sub-Saharan Africa",2004,283803,3503742,0.081,1,0,1,3,0,3,4,1,3,3,0,0,0,2,1,0,"-99","1960",0,0,0,0,3,2,0,0,3,0,-99,0,0,0,0,2,2,0,0,0,0,0,1,1,1,0,1,1,0,0,0,"",0,"","0","","0",-99,"Congolese",-99,"",0,"",0,1,4,0,0,-99
48401,"Lari",484,"Rep. of the Congo","Sub-Saharan Africa",2005,291924,3604002,0.081,1,0,1,3,0,3,4,1,3,3,0,0,0,2,1,0,"-99","1960",0,0,0,1,3,2,0,0,3,0,-99,0,0,0,0,2,2,0,0,0,0,0,-99,-99,0,0,1,1,0,0,0,"",0,"","0","","0",1,"Congolese",1,"Humanitarian Aid Workers",1,"",0,0,4,3,0,5
48401,"Lari",484,"Rep. of the Congo","Sub-Saharan Africa",2006,300029,3704056,0.081,1,0,1,3,0,3,4,1,3,3,0,0,0,2,1,0,"-99","1960",0,0,0,0,3,2,0,0,3,0,-99,0,0,0,0,2,2,0,0,0,0,0,1,1,0,0,1,1,0,0,0,"",0,"","0","","0",1,"Humanitarian Aid Workers",1,"",0,"",0,0,0,0,0,0
48402,"M'boshi",484,"Rep. of the Congo","Sub-Saharan Africa",2004,420449,3503742,0.12,1,1,0,1,0,3,2,1,3,3,0,0,0.6,5,3,1,"1882","1960",0,0,0,0,0,0,0,0,3,0,-99,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"","0","","0",0,"",0,"",0,"",0,0,0,0,0,0
48402,"M'boshi",484,"Rep. of the Congo","Sub-Saharan Africa",2005,432480,3604002,0.12,1,1,0,1,0,3,2,1,3,3,0,0,0.6,5,3,1,"1882","1960",0,0,0,0,0,0,0,0,3,0,-99,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"","0","","0",0,"",0,"",0,"",0,3,0,0,0,0
48402,"M'boshi",484,"Rep. of the Congo","Sub-Saharan Africa",2006,444487,3704056,0.12,1,1,0,1,0,3,2,1,3,3,0,0,0.6,5,3,1,"1882","1960",0,0,0,0,0,0,0,0,3,0,-99,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"","0","","0",0,"",0,"",0,"",0,0,0,0,0,0
49003,"Luba",490,"Dem. Rep. of the Congo","Sub-Saharan Africa",2004,10875861,58629980,0.1855,1,0,0,3,0,3,2,1,3,3,0,1,1,5,3,3,"1885","1960",1,0,0,0,0,0,0,0,2,0,-99,0,-99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"","0","","0",0,"",0,"",0,"",0,0,0,0,0,0
49003,"Luba",490,"Dem. Rep. of the Congo","Sub-Saharan Africa",2005,11217836,60473510,0.1855,1,0,0,3,0,3,2,1,3,3,0,1,1,5,3,3,"1885","1960",1,0,0,0,0,0,0,0,2,0,-99,0,-99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"","0","","0",0,"",0,"",0,"",0,0,0,0,0,0
49003,"Luba",490,"Dem. Rep. of the Congo","Sub-Saharan Africa",2006,11570730,62375905,0.1855,1,0,0,3,0,3,2,1,3,3,0,1,1,5,3,3,"1885","1960",1,0,0,0,0,0,0,0,2,0,-99,0,-99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"","0","","0",0,"",0,"",0,"",0,0,0,0,0,0
49005,"Lunda, Yeke",490,"Dem. Rep. of the Congo","Sub-Saharan Africa",2004,3283279,58629980,0.056,1,1,1,1,0,3,1,1,3,3,3,1,1,5,3,3,"1885","1960",-99,0,0,0,2,2,0,0,2,0,-99,0,0,0,0,-99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"","0","","0",0,"",0,"",0,"",0,0,0,0,0,0
49005,"Lunda, Yeke",490,"Dem. Rep. of the Congo","Sub-Saharan Africa",2005,3386517,60473510,0.056,1,1,1,1,0,3,1,1,3,3,3,1,1,5,3,3,"1885","1960",-99,0,0,0,2,2,0,0,2,0,-99,0,0,0,0,-99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"","0","","0",0,"",0,"",0,"",0,0,0,0,3,3
49005,"Lunda, Yeke",490,"Dem. Rep. of the Congo","Sub-Saharan Africa",2006,3493051,62375905,0.056,1,1,1,1,0,3,1,1,3,3,3,1,1,5,3,3,"1885","1960",-99,0,0,0,2,2,0,0,2,0,-99,0,0,0,0,-99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"","0","","0",0,"",0,"",0,"",0,0,0,0,0,0
49008,"Ngbandi",490,"Dem. Rep. of the Congo","Sub-Saharan Africa",2004,310739,58629980,0.0053,1,1,1,1,1,3,1,1,3,3,2,1,0.6,5,3,1,"1885","1960",0,0,0,0,3,0,0,0,1,0,-99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"","0","","0",-99,"Civilians",-99,"",0,"",0,0,0,0,0,3
49008,"Ngbandi",490,"Dem. Rep. of the Congo","Sub-Saharan Africa",2005,320510,60473510,0.0053,1,1,1,1,1,3,1,1,3,3,2,1,0.6,5,3,1,"1885","1960",0,0,0,0,3,0,0,0,1,0,-99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"","0","","0",0,"",0,"",0,"",0,0,0,0,0,0
49008,"Ngbandi",490,"Dem. Rep. of the Congo","Sub-Saharan Africa",2006,330592,62375905,0.0053,1,1,1,1,1,3,1,1,3,3,2,1,0.6,5,3,1,"1885","1960",0,0,0,0,3,0,0,0,1,0,-99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"","0","","0",0,"",0,"",0,"",0,0,0,0,0,0
49009,"Hutus",490,"Dem. Rep. of the Congo","Sub-Saharan Africa",2004,269698,58629980,0.0046,2,0,0,3,0,3,2,0,0,0,1,2,0,2,1,0,"-99","1960",0,0,0,1,4,3,0,0,5,0,-99,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,"",0,"","0","","0",1,"Tutsis",5,"Civilians",3,"",0,0,0,0,0,3
49009,"Hutus",490,"Dem. Rep. of the Congo","Sub-Saharan Africa",2005,278178,60473510,0.0046,2,0,0,3,0,3,2,0,0,0,1,2,0,2,1,0,"-99","1960",0,0,0,0,1,3,0,0,5,0,-99,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,"",0,"","0","","0",1,"Rwandan Hutu",3,"",0,"",0,0,0,0,0,0
49009,"Hutus",490,"Dem. Rep. of the Congo","Sub-Saharan Africa",2006,286929,62375905,0.0046,2,0,0,3,0,3,2,0,0,0,1,2,0,2,1,0,"-99","1960",0,0,-99,1,1,3,0,0,5,0,-99,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,"",0,"","0","","0",-99,"Congolese civilians",-99,"",0,"",0,0,-99,5,0,-99
49010,"Tutsis",490,"Dem. Rep. of the Congo","Sub-Saharan Africa",2004,269698,58629980,0.0046,1,1,0,3,1,3,2,0,0,0,1,3,0.6,5,3,1,"1885","1960",-99,0,1,1,4,4,0,0,5,0,-99,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,"",0,"","0","","0",1,"Rwasa Agathon’s Palipehutu-FNL",3,"Non-Tutsis",3,"UN Mission to the Dem. Rep. of the Congo",3,3,5,5,0,5
49010,"Tutsis",490,"Dem. Rep. of the Congo","Sub-Saharan Africa",2005,278178,60473510,0.0046,1,1,0,3,1,3,2,0,0,0,1,3,0.6,5,3,1,"1885","1960",-99,0,0,0,1,1,0,0,5,0,-99,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,"",0,"","0","","0",1,"South African UN operation",3,"",0,"",0,0,0,3,0,3
49010,"Tutsis",490,"Dem. Rep. of the Congo","Sub-Saharan Africa",2006,286929,62375905,0.0046,1,1,0,3,1,3,2,0,0,0,1,3,0.6,5,3,1,"1885","1960",-99,0,0,0,1,1,0,0,5,0,-99,0,1,1,0,2,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,"",0,"","0","","0",0,"",0,"",0,"",0,1,4,3,0,5
50001,"Acholi",500,"Uganda","Sub-Saharan Africa",2004,1143814,27233661,0.042,1,1,0,1,1,3,1,1,3,3,2,1,1,5,3,3,"early 20th century","1962",0,0,0,1,0,2,0,0,4,0,-99,0,1,0,0,1,1,0,0,0,0,0,1,1,1,-99,1,1,1,0,1,"LRA rebels & Acholi civilians",4,"","0","","0",1,"Langi",5,"Sudanese refugees",5,"",0,1,6,5,4,5
50001,"Acholi",500,"Uganda","Sub-Saharan Africa",2005,1184374,28199390,0.042,1,1,0,1,1,3,1,1,3,3,2,1,1,5,3,3,"early 20th century","1962",0,0,0,1,0,2,0,0,4,0,-99,0,1,0,0,1,2,0,0,0,0,0,1,1,0,0,1,1,0,0,1,"LRA rebels & Acholi civilians",4,"","0","","0",1,"Foreign aid workers",3,"",0,"",0,1,6,5,-99,5
50001,"Acholi",500,"Uganda","Sub-Saharan Africa",2006,1226673,29206503,0.042,1,1,0,1,1,3,1,1,3,3,2,1,1,5,3,3,"early 20th century","1962",0,0,-99,1,0,2,0,0,4,0,-99,0,1,0,0,1,2,0,0,0,0,0,1,1,0,0,1,1,0,0,1,"LRA rebels & Acholi civilians",1,"","0","","0",1,"Karamojong",3,"Nakasongola residents",1,"-99",-99,2,6,5,0,5
50003,"Baganda",500,"Uganda","Sub-Saharan Africa",2004,4629722,27233661,0.17,0,0,0,1,0,3,-99,1,3,3,1,1,2.5,2,3,3,"1966","1962",3,0,0,0,0,0,0,0,2,0,-99,0,1,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"","0","","0",0,"",0,"",0,"",0,3,0,0,-99,0
50003,"Baganda",500,"Uganda","Sub-Saharan Africa",2005,4915154,28199390,0.1743,0,0,0,1,0,3,-99,1,3,3,1,1,2.5,2,3,3,"1966","1962",3,0,0,0,0,0,0,0,2,0,-99,0,1,1,0,3,2,0,-99,-99,0,0,0,0,0,0,0,0,0,0,0,"",0,"","0","","0",0,"",0,"",0,"",0,3,0,0,0,5
50003,"Baganda",500,"Uganda","Sub-Saharan Africa",2006,5160789,29206503,0.1767,0,0,0,1,0,3,-99,1,3,3,1,1,2.5,2,3,3,"1966","1962",3,0,0,0,0,0,0,0,2,0,-99,0,1,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"","0","","0",0,"",0,"",0,"",0,2,0,0,-99,0
50103,"Kikuyu",501,"Kenya","Sub-Saharan Africa",2004,7472759,33967087,0.22,1,0,0,3,0,3,1,1,2,2,0,0,0.6,5,3,1,"1895","1963",0,0,0,0,1,0,1,0,3,0,-99,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Mungiki v. Mungiki defectors",2,"-99","0","-99","0",1,"civilians",3,"Kalenjin",3,"-99",0,3,1,0,3,3
50103,"Kikuyu",501,"Kenya","Sub-Saharan Africa",2005,7680591,34911779,0.22,1,0,0,3,0,3,1,1,2,2,0,0,0.6,5,3,1,"1895","1963",0,0,0,1,1,0,1,0,3,0,-99,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-99",0,"-99","0","-99","0",1,"Maasai",5,"civilians",1,"-99",0,0,0,0,0,3
50103,"Kikuyu",501,"Kenya","Sub-Saharan Africa",2006,7895942,35890645,0.22,1,0,0,3,0,3,1,1,2,2,0,0,0.6,5,3,1,"1895","1963",0,0,0,0,1,0,1,0,3,0,-99,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-99",0,"-99","0","-99","0",1,"civilians",3,"Maassai",3,"Kalenjin, Luo",3,0,0,5,0,4
50104,"Luo",501,"Kenya","Sub-Saharan Africa",2004,4415721,33967087,0.13,1,1,0,3,0,2,-99,1,2,2,3,1,0.6,5,3,1,"1884","1963",0,0,0,0,0,0,0,0,1,0,-99,0,1,1,0,2,2,0,0,0,0,0,1,1,0,0,1,1,0,0,0,"",0,"","0","","0",0,"",0,"",0,"",0,3,0,0,5,0
50104,"Luo",501,"Kenya","Sub-Saharan Africa",2005,4538531,34911779,0.13,1,1,0,3,0,2,-99,1,2,2,3,1,0.6,5,3,1,"1884","1963",0,0,0,0,2,0,0,0,1,0,-99,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,"Luo Youths & Elders",1,"","0","","0",0,"",0,"",0,"",0,3,0,0,0,5
50104,"Luo",501,"Kenya","Sub-Saharan Africa",2006,4665784,35890645,0.13,1,1,0,3,0,2,-99,1,2,2,3,1,0.6,5,3,1,"1884","1963",0,0,0,0,2,0,0,0,1,0,-99,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"",0,"","0","","0",0,"",0,"",0,"",0,0,0,0,0,0
50105,"Maasai",501,"Kenya","Sub-Saharan Africa",2004,509506,33967087,0.015,1,1,2,9,1,3,2,1,3,3,2,1,0.6,5,3,1,"1895","1963",1,0,0,0,2,1,0,0,1,0,-99,0,1,1,0,3,2,1,0,0,0,0,1,1,0,0,1,1,0,0,0,"",0,"","0","","0",1,"Kipsigi",3,"White Settlers",1,"",0,3,0,3,4,0
50105,"Maasai",501,"Kenya","Sub-Saharan Africa",2005,523677,34911779,0.015,1,1,2,9,1,3,2,1,3,3,2,1,0.6,5,3,1,"1895","1963",1,0,0,1,2,1,0,0,1,0,-99,0,1,1,0,3,2,1,0,0,0,0,1,1,0,0,1,1,0,0,0,"",0,"","0","","0",1,"Kikuyu",3,"White Settlers",3,"",0,3,0,-99,4,0
50105,"Maasai",501,"Kenya","Sub-Saharan Africa",2006,538360,35890645,0.015,1,1,2,9,1,3,2,1,3,3,2,2,0.6,5,3,1,"1895","1963",1,0,0,0,2,1,0,0,1,0,-99,0,1,1,0,3,2,1,0,0,0,0,1,1,0,0,1,1,1,0,0,"",0,"","0","","0",-99,"-99",-99,"",0,"",0,3,0,0,0,0
50106,"Somalis",501,"Kenya","Sub-Saharan Africa",2004,431382,33967087,0.0127,2,1,2,5,1,3,1,1,3,3,3,3,0.6,5,3,1,"1895","1963",2,0,0,0,4,2,0,0,1,0,-99,0,1,0,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,".",0,".","0",".","0",0,"",0,"",0,"",0,3,0,2,0,0
50106,"Somalis",501,"Kenya","Sub-Saharan Africa",2005,425924,34911779,0.0122,2,1,2,5,1,3,1,1,3,3,3,3,0.6,5,3,1,"1895","1963",2,0,0,2,4,2,0,0,1,0,-99,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Garre and Murule",3,"","0","","0",1,"Borana",5,"",0,"",0,0,0,0,0,2
50106,"Somalis",501,"Kenya","Sub-Saharan Africa",2006,427099,35890645,0.0119,2,1,2,5,1,3,1,1,3,3,3,3,0.6,5,3,1,"1895","1963",2,0,0,0,4,2,0,0,1,0,-99,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,".",0,".","0",".","0",0,"",0,"",0,"",0,0,0,0,0,0
50109,"Kalenjin",501,"Kenya","Sub-Saharan Africa",2004,4076050,33967087,0.12,1,1,-99,-99,0,3,-99,1,3,3,3,1,0.6,5,3,1,"1885","1963",0,0,0,1,0,0,0,0,2,0,-99,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"","0","","0",1,"Kikuyu",3,"",0,"",0,0,0,4,0,0
50109,"Kalenjin",501,"Kenya","Sub-Saharan Africa",2005,4189413,34911779,0.12,1,1,-99,-99,0,3,-99,1,3,3,3,1,0.6,5,3,1,"1885","1963",0,0,0,1,0,0,0,0,2,0,-99,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"","0","","0",0,"",0,"",0,"",0,0,0,0,2,0
50109,"Kalenjin",501,"Kenya","Sub-Saharan Africa",2006,4306877,35890645,0.12,1,1,-99,-99,0,3,-99,1,3,3,3,1,0.6,5,3,1,"1885","1963",0,0,0,0,0,0,0,0,2,0,-99,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"","0","","0",0,"",0,"",0,"",0,0,0,0,0,0
50110,"Luhya",501,"Kenya","Sub-Saharan Africa",2004,4765582,33967087,0.1403,1,1,0,3,0,2,2,1,2,2,2,1,0.6,5,3,1,"1895","1963",1,0,0,0,0,1,0,0,1,0,-99,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"","0","","0",0,"",0,"",0,"",0,1,0,0,0,0
50110,"Luhya",501,"Kenya","Sub-Saharan Africa",2005,4898123,34911779,0.1403,1,1,0,3,0,2,2,1,2,2,2,1,0.6,5,3,1,"1895","1963",1,0,0,0,0,1,0,0,1,0,-99,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"","0","","0",1,"Pokot",3,"",0,"",0,1,0,0,0,0
50110,"Luhya",501,"Kenya","Sub-Saharan Africa",2006,5035457,35890645,0.1403,1,1,0,3,0,2,2,1,2,2,2,1,0.6,5,3,1,"1895","1963",1,0,0,0,0,1,0,0,1,0,-99,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"","0","","0",0,"",0,"",0,"",0,0,0,0,0,0
50111,"Kisii",501,"Kenya","Sub-Saharan Africa",2004,2034629,33967087,0.0599,1,0,1,1,0,3,1,0,0,0,0,0,0.75,4,3,1,"1907","1963",1,0,0,0,2,1,0,0,1,0,-99,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,"Kisungusungu",1,"","0","","0",0,"",0,"",0,"",0,2,0,4,3,0
50111,"Kisii",501,"Kenya","Sub-Saharan Africa",2005,2091216,34911779,0.0599,1,0,1,1,0,3,1,0,0,0,0,0,0.75,4,3,1,"1907","1963",1,0,0,0,2,1,0,0,1,0,-99,0,1,1,0,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,"",0,"","0","","0",0,"",0,"",0,"",0,3,0,0,0,0
50111,"Kisii",501,"Kenya","Sub-Saharan Africa",2006,2149850,35890645,0.0599,1,0,1,1,0,3,1,0,0,0,0,0,0.75,4,3,1,"1907","1963",1,0,0,0,2,1,0,0,1,0,-99,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,"",0,"","0","","0",-99,"Maasai/Kipsigis",-99,"",0,"",0,1,0,-99,0,0
51001,"Zanzibaris",510,"Tanzania","Sub-Saharan Africa",2004,1050515,36989970,0.0284,1,0,2,5,0,3,2,1,3,3,0,1,2.5,2,3,3,"1964","1964",3,0,0,0,0,0,0,0,2,1,1964,100,1,0,1,4,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,"religious actors",2,"","0","","0",0,"0",0,"0",0,"0",0,0,1,5,3,5
51001,"Zanzibaris",510,"Tanzania","Sub-Saharan Africa",2005,1072684,37770570,0.0284,1,0,2,5,0,3,2,1,3,3,0,1,2.5,2,3,3,"1964","1964",3,0,1,1,0,0,0,0,2,1,1964,100,1,0,1,4,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,"CUF and CCM",2,"","0","","0",0,"0",0,"0",0,"0",0,3,1,5,4,4
51001,"Zanzibaris",510,"Tanzania","Sub-Saharan Africa",2006,1095346,38568534,0.0284,1,0,2,5,0,3,2,1,3,3,0,1,2.5,2,3,3,"1964","1964",3,0,0,0,0,0,0,0,2,1,1964,100,1,0,1,4,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,"voters",1,"","0","","0",0,"0",0,"0",0,"0",0,0,1,4,2,0
51601,"Hutus",516,"Burundi","Sub-Saharan Africa",2004,6388780,7516212,0.85,0,0,0,1,0,0,1,0,0,0,1,1,0,2,1,0,"-99","1962",0,0,0,1,3,3,0,0,4,0,-99,0,1,1,0,1,0,0,0,0,0,0,1,0,1,-99,0,0,0,0,1,"CNDD-FNL and P-FNL",1,"","0","","0",1,"Congolese Tutsi",5,"Christian Clergy",-99,"",0,0,5,5,0,5
51601,"Hutus",516,"Burundi","Sub-Saharan Africa",2005,6626112,7795426,0.85,0,0,0,1,0,0,1,0,0,0,1,1,0,2,1,0,"-99","1962",0,0,0,1,1,3,0,0,3,0,-99,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,"Civilians/collaborators",3,"Frodebu and CNDD-FDD","-99","","0",-99,"RPA journalists",-99,"",0,"",0,0,4,4,3,5
51601,"Hutus",516,"Burundi","Sub-Saharan Africa",2006,6876558,8090068,0.85,0,0,0,1,0,0,1,0,0,0,1,1,0,2,1,0,"-99","1962",0,0,0,0,1,3,0,0,3,0,-99,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,"Civilians/collaborators",1,"","0","","0",0,"",0,"",0,"",0,0,4,5,0,5
51602,"Tutsis",516,"Burundi","Sub-Saharan Africa",2004,1052270,7516212,0.14,0,0,0,1,1,0,2,0,0,0,1,3,1,5,3,3,"1892","1962",0,0,1,0,0,0,0,0,3,0,-99,0,1,1,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,"",0,"","0","","0",-99,"Palipehutu-FNL",-99,"",0,"",0,2,0,0,3,4
51602,"Tutsis",516,"Burundi","Sub-Saharan Africa",2005,1091360,7795426,0.14,0,0,0,1,1,0,2,0,0,0,1,3,1,5,3,3,"1892","1962",0,0,1,0,0,0,0,0,3,0,-99,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,"",0,"","0","","0",-99,"Palipehutu-FNL",-99,"",0,"",0,0,0,0,0,3
51602,"Tutsis",516,"Burundi","Sub-Saharan Africa",2006,1132610,8090068,0.14,0,0,0,1,1,0,2,0,0,0,1,3,1,5,3,3,"1892","1962",0,0,0,0,0,0,0,0,3,0,-99,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,"",0,"","0","","0",0,"",0,"",0,"",0,1,0,0,3,4
51701,"Tutsis",517,"Rwanda","Sub-Saharan Africa",2004,1323545,9127896,0.145,0,0,0,1,1,0,-99,0,0,0,1,2,1.25,4,3,3,"1918","1962",0,0,0,0,0,0,0,0,4,0,-99,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"",0,"","0","","0",1,"Hutu",3,"",0,"",0,0,0,0,0,0
51701,"Tutsis",517,"Rwanda","Sub-Saharan Africa",2005,1359843,9378226,0.145,0,0,0,1,1,0,-99,0,0,0,1,2,1.25,4,3,3,"1918","1962",0,0,0,0,0,0,0,0,4,0,-99,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"",0,"","0","","0",0,"",0,"",0,"",0,1,0,0,0,0
51701,"Tutsis",517,"Rwanda","Sub-Saharan Africa",2006,1397535,9638170,0.145,0,0,0,1,1,0,-99,0,0,0,1,2,1.25,4,3,3,"1918","1962",0,0,0,0,0,0,0,0,4,0,-99,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"",0,"","0","","0",0,"",0,"",0,"",0,0,0,0,0,0
