"numcode","VMAR_Group","ccode","country","VMAR_Region","year","GPOP","CPOP","GPRO","LANG","CUSTOM","BELIEF","RELIGS1","RACE","GROUPCON","GC119","GC2","GC6B","GC7","GC10","GC11","AUTLOST","YEARWT","MAGN","PRSTAT","AUTONEND","TRANSYR","SEPX","SEPKIN","EMIG","DISPLACE","POLDIS","ECDIS","CULPO1","CULPO2","GOJPA","AUTON2","AUTGAIN","AUTPRO","LEGISREP","EXECREP","GUARREP","POLGR","ECGR","CULGR","KINSUP","KINMATSUP","KINPOLSUP","KINMILSUP","STASUP","STAMATSUP","STAPOLSUP","STAMILSUP","NSASUP","NSAMATSUP","NSAPOLSUP","NSAMILSUP","INTRACON","FACTCC1","FACTSEV1","FACTCC2","FACTSEV2","FACTCC3","FACTSEV3","INTERCON","CCGROUP1","CCGROUPSEV1","CCGROUP2","CCGROUPSEV2","CCGROUP3","CCGROUPSEV3","PROT","REB","REPGENCIV","REPNVIOL","REPVIOL"
31602,"Roma",316,"Czech Republic","Post-communist States",2004,152668,10246178,0.0149,1,1,0,1,1,0,-99,0,0,0,1,1,0,1,1,0,"-99","1993",0,0,1,0,3,3,0,0,2,0,-99,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,1,"clans",1,"-99","0","-99","0",1,"Skinheads",3,"Czechs",1,"-99",0,1,1,4,0,3
31602,"Roma",316,"Czech Republic","Post-communist States",2005,152593,10241138,0.0149,1,1,0,1,1,0,-99,0,0,0,1,1,0,1,1,0,"-99","1993",0,0,1,0,3,3,0,0,2,0,-99,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,"-99",0,"-99","0","-99","0",1,"Czechs",1,"Skinheads",1,"-99",1,0,0,2,0,0
31602,"Roma",316,"Czech Republic","Post-communist States",2006,152508,10235455,0.0149,1,1,0,1,1,0,-99,0,0,0,1,1,0,1,1,0,"-99","1993",0,0,1,1,3,3,0,0,2,0,-99,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"-99",0,"-99","0","-99","0",0,"-99",0,"-99",0,"-99",0,2,0,4,0,0
31603,"Slovaks",316,"Czech Republic","Post-communist States",2004,192628,10246178,0.0188,0,0,0,1,0,2,4,1,1,3,2,3,0,1,1,0,"-99","1993",0,0,0,0,0,0,0,0,2,0,-99,-99,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-99",0,"-99","0","-99","0",0,"-99",0,"-99",0,"-99",0,0,0,0,0,0
31603,"Slovaks",316,"Czech Republic","Post-communist States",2005,192533,10241138,0.0188,0,0,0,1,0,2,4,1,1,3,2,3,0,1,1,0,"-99","1993",0,0,0,0,0,0,0,0,2,0,-99,-99,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-99",0,"-99","0","-99","0",0,"-99",0,"-99",0,"-99",0,0,0,0,0,0
31603,"Slovaks",316,"Czech Republic","Post-communist States",2006,192427,10235455,0.0188,0,0,0,1,0,2,4,1,1,3,2,3,0,1,1,0,"-99","1993",0,0,0,0,0,0,0,0,2,0,-99,-99,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-99",0,"-99","0","-99","0",0,"-99",0,"-99",0,"-99",0,0,0,0,0,0
31701,"Hungarians",317,"Slovakia","Post-communist States",2004,574898,5423567,0.106,1,1,0,1,0,3,-99,1,3,3,3,3,1,4,3,2,"1920","1993",3,1,0,0,0,2,1,1,2,0,-99,0,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"","0","","0",0,"",0,"",0,"",0,1,0,0,0,0
31701,"Hungarians",317,"Slovakia","Post-communist States",2005,575724,5431363,0.106,1,1,0,1,0,3,-99,1,3,3,3,3,1,4,3,2,"1920","1993",3,1,0,0,0,2,1,1,2,0,-99,0,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"","0","","0",0,"",0,"",0,"",0,1,0,0,0,0
31701,"Hungarians",317,"Slovakia","Post-communist States",2006,576581,5439448,0.106,1,1,0,1,0,3,-99,1,3,3,3,3,1,4,3,2,"1920","1993",3,1,0,0,0,2,1,1,2,0,-99,0,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"","0","","0",1,"Slovaks",1,"",0,"",0,1,0,0,3,0
31702,"Roma",317,"Slovakia","Post-communist States",2004,205553,5423567,0.0379,2,1,-99,-99,1,2,3,0,0,0,1,1,0,1,1,0,"-99","1993",0,0,1,0,1,1,0,0,2,0,-99,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"",0,"","0","","0",0,"",0,"",0,"",0,3,0,-99,5,0
31702,"Roma",317,"Slovakia","Post-communist States",2005,205849,5431363,0.0379,2,1,-99,-99,1,2,3,0,0,0,1,1,0,1,1,0,"-99","1993",0,0,1,0,1,1,0,0,2,0,-99,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"","0","","0",0,"",0,"",0,"",0,0,0,0,0,0
31702,"Roma",317,"Slovakia","Post-communist States",2006,206155,5439448,0.0379,2,1,-99,-99,1,2,3,0,0,0,1,1,0,1,1,0,"-99","1993",0,0,1,0,1,1,0,0,2,0,-99,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"","0","","0",1,"Slovaks",1,"White supremacist",1,"",0,0,0,0,0,0
32501,"South Tyrolians",325,"Italy","Western Democracies and Japan",2004,290287,58057477,0.005,2,1,0,1,0,3,2,1,3,3,2,3,0.5,4,1,2,"-99","1919",3,0,0,0,0,0,0,0,2,1,1972,-99,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"","0","","0",0,"",0,"",0,"",0,0,0,0,0,0
32501,"South Tyrolians",325,"Italy","Western Democracies and Japan",2005,290515,58103033,0.005,2,1,0,1,0,3,2,1,3,3,2,3,0.5,4,1,2,"-99","1919",3,0,0,0,0,0,0,0,2,1,1972,-99,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"","0","","0",0,"",0,"",0,"",0,0,0,0,0,3
32501,"South Tyrolians",325,"Italy","Western Democracies and Japan",2006,290668,58133509,0.005,2,1,0,1,0,3,2,1,3,3,2,3,0.5,4,1,2,"-99","1919",3,0,0,0,0,0,0,0,2,1,1972,-99,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"","0","","0",0,"",0,"",0,"",0,0,0,0,0,0
32503,"Sardinians",325,"Italy","Western Democracies and Japan",2004,1625609,58057477,0.028,1,0,0,1,0,3,2,1,3,3,0,0,1,5,3,3,"1410","1861",3,0,0,0,0,1,0,0,3,1,1948,-99,1,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"-99",0,"-99","0","-99","0",0,"-99",0,"-99",0,"-99",0,2,1,0,0,3
32503,"Sardinians",325,"Italy","Western Democracies and Japan",2005,1626885,58103033,0.028,1,0,0,1,0,3,2,1,3,3,0,0,1,5,3,3,"1410","1861",3,0,0,0,0,1,0,0,3,1,1948,-99,1,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"-99",0,"-99","0","-99","0",0,"-99",0,"-99",0,"-99",0,2,0,0,0,0
32503,"Sardinians",325,"Italy","Western Democracies and Japan",2006,1627738,58133509,0.028,1,0,0,1,0,3,2,1,3,3,0,0,1,5,3,3,"1410","1861",3,0,0,0,0,1,0,0,3,1,1948,-99,1,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"-99",0,"-99","0","-99","0",0,"-99",0,"-99",0,"-99",0,0,0,0,0,0
32504,"Roma",325,"Italy","Western Democracies and Japan",2004,116115,58057477,0.002,1,1,-99,-99,1,1,-99,0,0,0,1,1,0,0,0,0,"-99","-99",0,0,0,1,3,3,0,0,1,0,-99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"","0","","0",1,"Italians",1,"",0,"",0,0,0,4,0,0
32504,"Roma",325,"Italy","Western Democracies and Japan",2005,116206,58103033,0.002,1,1,-99,-99,1,1,-99,0,0,0,1,1,0,0,0,0,"-99","-99",0,0,0,1,3,3,0,0,1,0,-99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"",0,"","0","","0",1,"Italians",1,"",0,"",0,0,0,4,0,0
32504,"Roma",325,"Italy","Western Democracies and Japan",2006,116267,58133509,0.002,1,1,-99,-99,1,1,-99,0,0,0,1,1,0,0,0,0,"-99","-99",0,0,0,1,3,3,0,0,1,0,-99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"","0","","0",0,"",0,"",0,"",0,0,0,4,0,0
33901,"Greeks",339,"Albania","Post-communist States",2004,70896,3544808,0.02,1,1,2,2,0,3,2,1,3,3,2,3,0.5,4,1,2,"1924","1924",1,0,0,0,1,3,0,1,2,0,-99,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"","0","","0",0,"",0,"",0,"",0,1,0,0,0,0
33901,"Greeks",339,"Albania","Post-communist States",2005,71262,3563112,0.02,1,1,2,2,0,3,2,1,3,3,2,3,0.5,4,1,2,"1924","1924",1,0,0,0,1,3,0,1,2,0,-99,0,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"","0","","0",0,"",0,"",0,"",0,0,0,0,0,0
33901,"Greeks",339,"Albania","Post-communist States",2006,71633,3581655,0.02,1,1,2,2,0,3,2,1,3,3,2,3,0.5,4,1,2,"1924","1924",1,0,0,0,1,3,0,1,2,0,-99,0,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"","0","","0",0,"",0,"",0,"",0,0,0,0,0,0
34301,"Albanians",343,"Macedonia","Post-communist States",2004,514101,2040085,0.252,1,0,2,5,0,3,3,1,3,3,3,3,1,5,3,3,"1831","1991",3,1,1,0,1,1,1,1,3,0,-99,0,1,1,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"","0","","0",1,"Slavic Macedonians",1,"",0,"",0,3,0,4,0,0
34301,"Albanians",343,"Macedonia","Post-communist States",2005,515406,2045262,0.252,1,0,2,5,0,3,3,1,3,3,3,3,1,5,3,3,"1831","1991",3,1,1,0,1,1,1,1,3,0,-99,0,1,1,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"","0","","0",1,"Slavic Macedonians",1,"",0,"",0,3,0,4,0,0
34301,"Albanians",343,"Macedonia","Post-communist States",2006,516740,2050554,0.252,1,0,2,5,0,3,3,1,3,3,3,3,1,5,3,3,"1831","1991",3,1,1,0,1,1,1,1,3,0,-99,0,1,1,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"DUI & DPA",1,"","0","","0",0,"",0,"",0,"",0,3,0,4,0,0
34302,"Serbs",343,"Macedonia","Post-communist States",2004,36314,2040085,0.0178,1,0,0,2,0,2,4,0,0,0,1,3,1.6666666666666667,3,3,3,"1941","1991",3,1,0,0,0,0,2,0,2,0,-99,0,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,"",0,"","0","","0",1,"-99",1,"",0,"",0,0,0,0,0,0
34302,"Serbs",343,"Macedonia","Post-communist States",2005,36406,2045262,0.0178,1,0,0,2,0,2,4,0,0,0,1,3,1.6666666666666667,3,3,3,"1941","1991",3,1,0,0,0,0,2,0,2,0,-99,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,"",0,"","0","","0",-99,"-99",1,"",0,"",0,0,0,0,2,0
34302,"Serbs",343,"Macedonia","Post-communist States",2006,36500,2050554,0.0178,1,0,0,2,0,2,4,0,0,0,1,3,1.6666666666666667,3,3,3,"1941","1991",3,1,0,0,0,0,2,0,2,0,-99,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,"",0,"","0","","0",-99,"-99",-99,"",0,"",0,0,0,2,0,0
34303,"Roma",343,"Macedonia","Post-communist States",2004,136686,2040085,0.067,1,1,2,5,1,1,5,0,0,0,1,1,0,1,1,0,"-99","1991",0,0,0,0,3,3,0,1,2,0,-99,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,"-99",0,"-99","0","-99","0",-99,"Albanians",-99,"Macedonians",-99,"-99",0,0,0,4,0,0
34303,"Roma",343,"Macedonia","Post-communist States",2005,137033,2045262,0.067,1,1,2,5,1,1,5,0,0,0,1,1,0,1,1,0,"-99","1991",0,0,0,0,3,3,0,1,2,0,-99,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,"-99",0,"-99","0","-99","0",1,"Albanians",1,"Macedonians",-99,"-99",0,3,0,4,0,0
34303,"Roma",343,"Macedonia","Post-communist States",2006,137387,2050554,0.067,1,1,2,5,1,1,5,0,0,0,1,1,0,1,1,0,"-99","1991",0,0,0,0,3,3,0,1,2,0,-99,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,"-99",0,"-99","0","-99","0",-99,"Albanians",-99,"Macedonians",-99,"-99",0,0,0,4,0,0
34401,"Serbs",344,"Croatia","Post-communist States",2004,202359,4496869,0.045,2,0,1,2,0,1,2,0,0,0,1,3,2,1,1,2,"-99","1991",3,1,0,0,3,3,1,0,2,0,-99,0,1,1,1,2,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,"",0,"","0","","0",1,"Croats",1,"",0,"",0,3,0,0,0,0
34401,"Serbs",344,"Croatia","Post-communist States",2005,202316,4495904,0.045,2,0,1,2,0,1,2,0,0,0,1,3,2,1,1,2,"-99","1991",3,1,0,0,3,3,1,0,2,0,-99,0,1,1,1,2,2,1,1,0,1,0,1,0,1,0,0,0,0,0,0,"",0,"","0","","0",1,"Croats",3,"",0,"",0,1,0,0,0,0
34401,"Serbs",344,"Croatia","Post-communist States",2006,202264,4494749,0.045,2,0,1,2,0,1,2,0,0,0,1,3,2,1,1,2,"-99","1991",3,1,0,0,3,3,1,0,2,0,-99,0,1,1,1,2,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,"",0,"","0","","0",1,"Croats",1,"",0,"",0,1,0,0,0,0
34501,"Kosovo Albanians",345,"Yugoslavia","Post-communist States",2004,1241222,7522560,0.165,2,1,2,5,0,3,2,1,3,3,3,3,5,1,3,3,"1989","1999",3,1,0,0,0,0,0,0,3,1,1999,97,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"LDK supporters",1,"-99","0","-99","0",1,"Serbs",5,"-99",0,"-99",0,0,0,0,0,0
34501,"Kosovo Albanians",345,"Yugoslavia","Post-communist States",2005,1237863,7502197,0.165,2,1,2,5,0,3,2,1,3,3,3,3,5,1,3,3,"1989","1999",3,1,0,0,0,0,0,0,3,1,1999,97,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-99",0,"-99","0","-99","0",1,"Serbs",3,"-99",0,"-99",0,3,0,0,0,0
34501,"Kosovo Albanians",345,"Yugoslavia","Post-communist States",2006,1233557,7476102,0.165,2,1,2,5,0,3,2,1,3,3,3,3,5,1,3,3,"1989","1999",3,1,0,0,0,0,0,0,3,1,1999,97,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-99",0,"-99","0","-99","0",1,"Serbs",3,"-99",0,"-99",0,4,0,0,0,0
34504,"Hungarians",345,"Yugoslavia","Post-communist States",2004,248244,7522560,0.033,2,0,1,1,0,3,3,1,2,2,3,3,5,1,3,3,"1989","1945",3,0,1,0,0,0,0,0,2,1,2002,99,1,0,0,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,"",0,"","0","","0",1,"Serbs",3,"",0,"",0,0,0,0,0,0
34504,"Hungarians",345,"Yugoslavia","Post-communist States",2005,247573,7502197,0.033,2,0,1,1,0,3,3,1,2,2,3,3,5,1,3,3,"1989","1945",3,0,1,0,0,0,0,0,2,1,2002,99,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"","0","","0",1,"Serbs",1,"",0,"",0,0,0,0,0,0
34504,"Hungarians",345,"Yugoslavia","Post-communist States",2006,246711,7476102,0.033,2,0,1,1,0,3,3,1,2,2,3,3,5,1,3,3,"1989","1945",3,0,1,0,0,0,0,0,2,1,2002,99,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"","0","","0",1,"Serbs",1,"",0,"",0,1,0,0,0,0
34505,"Sandzak Muslims",345,"Yugoslavia","Post-communist States",2004,127884,7522560,0.017,1,0,2,5,0,3,3,1,3,3,2,2,0,4,1,0,"-99","1918",3,0,0,0,3,2,1,2,2,0,-99,-99,0,1,0,3,2,1,0,0,0,0,0,0,0,0,1,1,0,0,1,"-99",1,"List for Sandzak and Social Democratic Party of Sandzak","1","Party for Democratic Action and Democratic Party of Sandzak","1",1,"Serbs",1,"-99",0,"-99",0,2,0,2,0,0
34505,"Sandzak Muslims",345,"Yugoslavia","Post-communist States",2005,127537,7502197,0.017,1,0,2,5,0,3,3,1,3,3,2,2,0,4,1,0,"-99","1918",3,0,0,0,3,2,1,2,2,0,-99,-99,0,1,0,3,2,1,0,0,0,0,0,0,0,0,1,1,0,0,1,"-99",1,"-99","1","-99","1",1,"Serbs",1,"-99",0,"-99",0,1,0,2,0,0
34505,"Sandzak Muslims",345,"Yugoslavia","Post-communist States",2006,127094,7476102,0.017,1,0,2,5,0,3,3,1,3,3,2,2,0,4,1,0,"-99","1918",3,0,0,0,3,2,1,2,2,0,-99,-99,1,1,0,3,2,1,0,0,0,0,0,0,0,0,1,1,0,0,1,"List for Sandzak vs. Sandzak Democratic Party",1,"-99","1","-99","1",1,"Serbs",1,"-99",0,"-99",0,1,0,2,0,0
34506,"Roma",345,"Yugoslavia","Post-communist States",2004,330993,7522560,0.044,1,1,2,5,1,0,3,0,0,0,1,1,0,0,0,0,"-99","-99",0,0,0,1,3,3,0,0,2,0,-99,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,"-99",0,"-99","0","-99","0",1,"Serbs",1,"Albanians",5,"-99",0,3,0,4,0,0
34506,"Roma",345,"Yugoslavia","Post-communist States",2005,330097,7502197,0.044,1,1,2,5,1,0,3,0,0,0,1,1,0,0,0,0,"-99","-99",0,0,0,1,3,3,0,0,2,0,-99,0,0,0,0,1,1,0,0,0,0,0,1,1,-99,0,1,1,0,0,0,"-99",0,"-99","0","-99","0",1,"Serbs",3,"",0,"-99",0,3,0,4,0,0
34506,"Roma",345,"Yugoslavia","Post-communist States",2006,328948,7476102,0.044,1,1,2,5,1,0,3,0,0,0,1,1,0,0,0,0,"-99","-99",0,0,0,1,3,3,0,0,2,0,-99,0,0,0,0,1,1,0,0,0,0,0,1,1,-99,0,1,1,0,0,0,"-99",0,"-99","0","-99","0",1,"Serbs",1,"",0,"-99",0,0,0,4,0,0
34507,"Croats",345,"Yugoslavia","Post-communist States",2004,527,7522560,7e-05,0,0,1,1,0,1,4,0,0,0,1,3,0,0,0,0,"-99","-99",0,1,0,0,2,3,1,1,2,0,-99,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"-99",0,"-99","0","-99","0",1,"Serbs",1,"-99",0,"-99",0,0,0,0,0,0
34507,"Croats",345,"Yugoslavia","Post-communist States",2005,525,7502197,7e-05,0,0,1,1,0,1,4,0,0,0,1,3,0,0,0,0,"-99","-99",0,1,0,0,2,3,1,1,2,0,-99,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"-99",0,"-99","0","-99","0",1,"Serbs",1,"-99",0,"-99",0,0,0,0,0,0
34507,"Croats",345,"Yugoslavia","Post-communist States",2006,523,7476102,7e-05,0,0,1,1,0,1,4,0,0,0,1,3,0,0,0,0,"-99","-99",0,1,0,0,2,3,1,1,2,0,-99,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"-99",0,"-99","0","-99","0",1,"Serbs",1,"-99",0,"-99",0,1,0,0,0,0
34601,"Serbs",346,"Bosnia","Post-communist States",2004,1612214,4345591,0.371,0,0,2,2,0,2,3,1,3,3,3,3,2,1,1,2,"-99","1992",3,0,1,0,0,2,1,0,2,1,1995,91,1,1,1,4,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,"-99",0,"-99","0","-99","0",1,"Bosniaks",3,"Croats",3,"",0,3,0,0,2,5
34601,"Serbs",346,"Bosnia","Post-communist States",2005,1643713,4430494,0.371,0,0,2,2,0,2,3,1,3,3,3,3,2,1,1,2,"-99","1992",3,0,1,0,0,2,1,0,2,1,1995,91,1,1,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"-99",0,"-99","0","-99","0",1,"Bosniaks",3,"Croats",1,"",0,3,0,0,2,0
34601,"Serbs",346,"Bosnia","Post-communist States",2006,1669120,4498976,0.371,0,0,2,2,0,2,3,1,3,3,3,3,2,1,1,2,"-99","1992",3,0,1,0,0,2,1,0,2,1,1995,91,1,1,1,4,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,"-99",0,"-99","0","-99","0",1,"Bosniaks",3,"Croats",3,"",0,3,0,2,2,3
34602,"Croats",346,"Bosnia","Post-communist States",2004,669221,4345591,0.154,0,0,2,1,0,2,3,1,1,1,2,3,2,1,1,2,"-99","1992",3,0,1,0,0,0,1,0,2,0,-99,0,1,1,1,3,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,"-99",0,"-99","0","-99","0",1,"Serbs",3,"Bosniaks",3,"",0,3,0,0,0,0
34602,"Croats",346,"Bosnia","Post-communist States",2005,682296,4430494,0.154,0,0,2,1,0,2,3,1,1,1,2,3,2,1,1,2,"-99","1992",3,0,1,0,0,0,1,0,2,0,-99,0,1,1,1,3,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,"-99",0,"-99","0","-99","0",1,"Serbs",1,"Bosniaks",1,"",0,2,0,0,0,0
34602,"Croats",346,"Bosnia","Post-communist States",2006,692842,4498976,0.154,0,0,2,1,0,2,3,1,1,1,2,3,2,1,1,2,"-99","1992",3,0,1,0,0,0,1,0,2,0,-99,0,1,1,1,3,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,"-99",0,"-99","0","-99","0",1,"Serbs",3,"Bosniaks",3,"",0,2,0,0,0,0
34603,"Muslims",346,"Bosnia","Post-communist States",2004,2085884,4345591,0.48,0,0,0,5,0,2,3,1,2,2,1,1,2,1,1,2,"-99","1992",3,1,1,0,0,2,1,0,2,0,-99,-99,1,1,1,1,1,2,0,0,0,0,1,1,0,0,1,1,0,0,1,"SDA and GDS",1,"","0","","0",1,"Serbs",3,"Croats",3,"",0,2,0,0,0,0
34603,"Muslims",346,"Bosnia","Post-communist States",2005,2126637,4430494,0.48,0,0,0,5,0,2,3,1,2,2,1,1,2,1,1,2,"-99","1992",3,1,1,0,0,2,1,0,2,0,-99,-99,1,1,1,1,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,"",0,"","0","","0",1,"Serbs",3,"Croats",1,"",0,0,1,0,0,3
34603,"Muslims",346,"Bosnia","Post-communist States",2006,2159508,4498976,0.48,0,0,0,5,0,2,3,1,2,2,1,1,2,1,1,2,"-99","1992",3,1,1,0,0,2,1,0,2,0,-99,-99,1,1,1,1,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,"",0,"","0","","0",1,"Serbs",3,"Croats",3,"",0,2,1,0,0,0
35001,"Muslims",350,"Greece","Western Democracies and Japan",2004,138418,10647529,0.013,1,1,2,5,0,3,2,1,2,2,3,3,0.5,4,1,2,"1913/20th century","1920/20th century",1,0,0,0,3,1,2,1,2,0,0,-99,1,0,0,2,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,"-99",0,"-99","0","-99","0",1,"Orthodox Christians",1,"-99",0,"-99",0,0,0,0,0,0
35001,"Muslims",350,"Greece","Western Democracies and Japan",2005,138689,10668354,0.013,1,1,2,5,0,3,2,1,2,2,3,3,0.5,4,1,2,"1913/20th century","1920/20th century",1,0,0,0,3,1,2,1,2,0,0,-99,1,0,0,2,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,"-99",0,"-99","0","-99","0",0,"",0,"-99",0,"-99",0,1,0,0,0,0
35001,"Muslims",350,"Greece","Western Democracies and Japan",2006,138945,10688058,0.013,1,1,2,5,0,3,2,1,2,2,3,3,0.5,4,1,2,"1913/20th century","1920/20th century",1,0,0,0,3,1,2,1,2,0,0,-99,1,0,0,2,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,"-99",0,"-99","0","-99","0",0,"",0,"-99",0,"-99",0,1,0,0,0,0
35002,"Roma",350,"Greece","Western Democracies and Japan",2004,203368,10647529,0.0191,1,1,0,2,1,0,4,0,0,0,1,1,0,3,1,0,"-99","1944",0,0,0,1,4,1,0,0,2,0,-99,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"","0","","0",1,"Greeks",5,"",0,"",0,0,0,4,0,0
35002,"Roma",350,"Greece","Western Democracies and Japan",2005,203766,10668354,0.0191,1,1,0,2,1,0,4,0,0,0,1,1,0,3,1,0,"-99","1944",0,0,0,1,4,1,0,0,2,0,-99,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"","0","","0",0,"",0,"",0,"",0,3,0,4,0,0
35002,"Roma",350,"Greece","Western Democracies and Japan",2006,204142,10688058,0.0191,1,1,0,2,1,0,4,0,0,0,1,1,0,3,1,0,"-99","1944",0,0,0,1,4,1,0,0,2,0,-99,0,0,-99,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"","0","","0",0,"",0,"",0,"",0,0,0,4,0,0
35201,"Turkish Cypriots",352,"Cyprus","Middle East and North Africa",2004,139667,775927,0.18,2,1,2,5,0,3,3,1,3,3,2,3,1,5,3,3,"1878","1960",3,0,0,0,0,0,0,0,2,0,-99,0,0,0,0,4,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,"Nationalists & Civilians",1,"","0","","0",1,"Greek Cypriots",3,"",0,"",0,1,0,0,0,0
35201,"Turkish Cypriots",352,"Cyprus","Middle East and North Africa",2005,140424,780133,0.18,2,1,2,5,0,3,3,1,3,3,2,3,1,5,3,3,"1878","1960",3,0,0,0,0,0,0,0,2,0,-99,0,0,0,0,4,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,"",0,"","0","","0",0,"",0,"",0,"",0,1,0,0,0,0
35201,"Turkish Cypriots",352,"Cyprus","Middle East and North Africa",2006,141174,784301,0.18,2,1,2,5,0,3,3,1,3,3,2,3,1,5,3,3,"1878","1960",3,0,0,0,0,0,0,0,2,0,-99,0,0,0,0,4,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,"",0,"","0","","0",1,"Greek Cypriots",1,"",0,"",0,1,0,0,0,0
35501,"Turks",355,"Bulgaria","Post-communist States",2004,832991,7517973,0.1108,1,1,2,5,0,2,2,0,0,0,1,3,1,4,3,2,"1908","1990",0,1,0,0,0,2,2,0,2,0,-99,0,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"","0","","0",0,"",0,"",0,"",0,2,0,0,0,0
35501,"Turks",355,"Bulgaria","Post-communist States",2005,832949,7450349,0.1118,1,1,2,5,0,2,2,0,0,0,1,3,1,4,3,2,"1908","1990",0,1,0,0,0,2,2,0,2,0,-99,0,1,1,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,"",0,"","0","","0",0,"",0,"",0,"",0,0,0,0,0,0
